rank,symbol,name,price,percent_change_24h,percent_change_7d,percent_change_30d,market_cap,volume_24h,galaxy_score,galaxy_score_previous,alt_rank,alt_rank_previous,social_volume_24h,social_dominance,market_dominance,sentiment,signal
"44","ALE","Ailey","0.25904254913094243","0.127147034918","0.537967090496","-2.516279544897","126031395.78","112498.38","69.7","74","835","412","74","0.020043771262649245","0.005720807256335477","99","hold"
"45","GOMINING","Gomining Token","0.279116","2.4270308137832473","7.897988861397782","","112834142","10476649","69.7","87","331","619","139","0.03764978656092223","0.0051217585453292485","96","hold"
"46","STAR","Starpower","0.1507106252762956","0.863552588003","4.642815781256","-32.973145395837","28042844","4079358.2","69.7","61","461","211","64","0.0173351535244534","0.001272918580728296","89","hold"
"47","STRK","StarkNet","0.034765425694599894","1.840328173285","6.28678913518","-24.612461441475","220546191","20889134.99","69.6","55","147","561","592","0.16035017010119396","0.010011015445963743","77","hold"
"48","CREPE","CREPE","0.00001345","7.34114716437289","25.204479701897448","","9278380","390901","69.6","57","64","199","236","0.06392337862142192","0.00042116349900380313","70","hold"
"49","SFP","SafePal","0.24079276824318238","-1.545119191175","8.95757579728","-21.503151907509","120401120","2337308.9","69.4","61","1136","701","234","0.06338165507378274","0.005465238218652048","98","hold"
"50","IO","Ionet","0.17875724084339334","0.859479081095","26.785040439952","19.955337293044","62469673","43538849.98","69","59","330","344","339","0.09182214132483911","0.002835618509082772","82","hold"
"51","ESP","Espresso","0.07149451011717817","0.520845649306","4.375926884305","-1.704881544053","37016768","23489238.11","69","67","703","298","51","0.013813950464798804","0.0016802622368012534","78","hold"
"52","MEW","cat in a dogs world","0.0003716608546396756","0.625256832","1.605710945522","-40.731566334738","33019897","4041748.74","68.9","42","593","307","118","0.03196168931071096","0.0014988365810912232","28","hold"
"53","VVV","Venice Token","16.68566886276396","10.127074901742","2.739471542747","17.210351896567","784477879","123180177.95","68.8","33","8","705","855","0.23158681661574462","0.03560895850468747","58","hold"
"54","GOAT","Goatseus Maximus","0.013661608669090613","1.932827010668","3.658429878807","-40.711833152515","13658223","5323055.93","68.8","44","205","214","290","0.07854991440767947","0.0006199729897734542","31","hold"
"55","WLD","Worldcoin","0.5085774516314917","6.574887374632","8.386036474722","94.662168807156","1734222751","684218437.11","68.7","46","14","806","885","0.23971266983033218","0.07871970342486095","57","hold"
"56","H","Humanity","0.304403","37.11333793201553","-51.253663461052426","","559651195","67068692","68.6","52","11","10","158","0.04279616026349433","0.02540364325538076","73","buy"
"57","WOO","WOO Network","0.013222288533368801","0.156684290645","-1.155011990432","-30.687373654816","24954252","1185938.41","68.1","37","820","1067","263","0.0712366465145507","0.0011327214543209755","32","hold"
"58","NIGHT","Midnight","0.032421512601029844","-7.526085913784","4.132631518343","-1.795140256188","538437008.95","85193609.05","68","59","1450","24","375","0.10157316518234416","0.02445205746049144","55","sell"
"59","BERT","Bertram The Pomeranian","0.014396756192579144","3.077536113518","7.923347816021","-14.305836293394","14074951","743209.56","67.5","54","123","873","245","0.06636113458579818","0.0006388890745439483","54","hold"
"60","ALI","Artificial Liquid Intelligence","0.0013210998850141948","-5.971604885536","-4.438826639619","-13.767580905842","12615304","65131.36","67.5","29","2846","817","41","0.01110533272660296","0.0005726328921252066","50","sell"
"61","VET","VeChain","0.005089465375343719","0.314678375573","5.207483491665","-30.729300536142","438157521","13632543.47","67.2","63","458","72","805","0.21804372792476545","0.019888811911043993","98","hold"
"62","OP","Optimism","0.10663968777850197","5.728338784235","11.074264741009","-25.998854876615","229710643","75544774.42","67.2","48","27","34","440","0.11917918048061714","0.010427007534105467","56","hold"
"63","STO","StakeStone","0.050871069421507764","-2.951701343488","-5.100198639765","-35.683503622822","11469303","8676638.14","67.2","65","1732","1188","72","0.019502047715010074","0.0005206137043982696","89","hold"
"64","PROVE","Succinct","0.198888","5.003030239787929","13.32281605850775","","38735087","8378706","67","40","110","1247","139","0.03764978656092223","0.0017582600384050589","25","hold"
"65","MX","MX Token","1.697127977322474","0.482284517992","-2.368942480322","-4.745136076146","155871727","4998618.43","66.8","40","600","727","102","0.027627900929597608","0.007075317236315561","69","hold"
"66","PEAQ","peaq","0.022137746848676355","0.222750013674","-2.396989791788","-17.0777229315","49261401","2096301.19","66.8","56","808","1088","98","0.026544453834319272","0.0022360696598963882","91","hold"
"67","NOT","Notcoin","0.00047593521885721813","-1.249716401867","23.301319119523","-13.451013806774","47182195","54559184.25","66.8","77","1645","394","28","0.007584129666948362","0.002141690503824994","100","hold"
"68","IDOL","MEET48","0.03058842912990501","7.865255221258","6.06278446045","18.889385540115","57352569","4776291.13","66.5","36","57","1196","97","0.026273592060499687","0.002603343324685673","81","hold"
"69","MOODENG","MOO DENG","0.04035761","0.40012409751815586","7.840134410341785","","39996459","10895126","66.4","46","782","246","68","0.01841860061973174","0.001815516137537173","83","hold"
"70","QNT","Quant","68.70889034999453","3.264194448307","-0.074093925257","-12.534390340285","1000574797","6383518.71","66.3","33","70","811","659","0.1784979089471061","0.045418012898753884","54","hold"
"71","TOSHI","Toshi","0.00013604584427275837","6.331304468372","9.584272625525","-29.198022668037","57443760","9002056","66.1","45","41","401","406","0.10996988017075125","0.0026074826594227342","35","hold"
"72","ZBCN","Zebec Network","0.0025954397285840093","1.590456902079","-3.629131090018","-27.441724149335","253997888","8879180.85","66","49","199","127","477","0.12920106611194176","0.011529452258870204","64","hold"
"73","ZEC","Zcash","422.4471759511057","1.114851260644","11.150427306135","-22.679014606597","7108672622","477724727.73","65.9","57","225","544","2825","0.7651845110403258","0.32267631146321446","75","hold"
"74","XAI","XAI","0.008185299268328412","3.726733655266","2.873427924212","-32.915327845845","16733273","6306019.67","65.9","49","112","642","102","0.027627900929597608","0.0007595554187763237","65","hold"
"75","REDO","Resistance Dog","0.07329733634053137","8.593120999032","16.677134022206","-25.591159342023","7325429","154204.72","65.7","63","284","336","30","0.00812585321458753","0.00033251530001400363","100","hold"
"76","MEGA","MegaETH","0.066037","33.45579087995314","47.08133132552689","","74536043","152702823","65.3","61","2","37","923","0.2500054172354764","0.0033833342320295063","79","buy"
"77","FT","Flying Tulip","0.098555","-0.7843445286444253","2.5195223739237553","","120986024","110370","65.1","64","1264","512","480","0.1300136514334005","0.0054917881352561666","95","hold"
"78","MPLX","Metaplex","0.018962874591322832","0.742867996864","-4.355780748551","-25.878433757957","9738697","599862.8","65","54","416","684","245","0.06636113458579818","0.00044205817225181996","88","hold"
"79","TURBO","TURBO BOME","0.000906042558281707","4.447895107266","4.547513678014","-31.6125956234","61255038","14706848.94","64.7","48","67","491","382","0.10346919759908124","0.0027804838921978757","35","hold"
"80","AURA","aura","0.015318616755821617","9.977258936495","23.66637477116","-35.164549560472","14507539","792433.33","64.7","51","32","1009","496","0.13434743981451386","0.000658525075193529","73","buy"
"81","SHIB","Shiba Inu","0.000005022571783796202","3.054868068149","8.325842230689","-20.852978593538","2955947328","81318733.37","64.6","62","61","96","1645","0.4455676179332163","0.13417612983424076","78","hold"
"82","VIRTUAL","Virtuals Protocol","0.6439788101913951","4.348676218512","13.180421076448","-18.897134338949","423450689","69822498.98","64.6","66","38","29","523","0.14166070770764264","0.019221240543587488","45","hold"
"83","XAUT","Tether Gold","4212.68560853699","0.290782748005","-1.976142119267","-8.624239356052","2581914895","194606697.62","64.5","47","522","198","293","0.07936249972913823","0.11719807890043706","34","hold"
"84","KLED","KLEDAI","0.00817116","-3.472827973185557","-7.994674402518129","","8147342","627053","64.4","32","2047","1595","41","0.01110533272660296","0.00036982351060213574","75","hold"
"85","NEAR","Near Protocol","2.1630846927978196","7.46555290102","11.327343466907","38.455646840221","2789665110","310493614.65","64.2","37","12","567","1079","0.2922598539513316","0.12662826040498765","68","buy"
"86","SUPER","SuperVerse","0.09930227084459015","2.798341985288","7.414576450398","-23.691738999416","62617551","4594767.07","64.2","53","126","119","228","0.06175648443086524","0.0028423309756885466","57","hold"
"87","EL","ELYSIA","0.0013949568379091335","1.385775356863","12.384615507964","-26.119886923569","9491563","345060.37","64.2","60","248","74","1905","0.5159916791263083","0.0004308402850600035","70","hold"
"88","POPCAT","Popcat","0.04170208354845263","1.176714064339","1.36412644904","-35.05244907354","40831958","11280554.48","64","48","240","549","667","0.1806648031376628","0.0018534410427743135","66","hold"
"89","MNT","Mantle","0.5551148160915611","2.973953869072","6.860614414985","-19.704839072432","1834462872","19475493.55","63.9","48","115","490","257","0.06961147587163319","0.08326979515433577","23","hold"
"90","BSOL","BlazeStake Staked SOL","89.70262812406551","2.500845698678","9.516028386947","-24.646890933721","93813987.95","56519.27","63.9","54","911","1320","7","0.0018960324167370906","0.004258397200860779","","hold"
"91","LTC","Litecoin","44.45972914677341","2.331872864735","5.814013701236","-23.389978391678","3439921678","190256448.67","63.8","61","100","40","1760","0.47671672192246856","0.1561446556624663","67","hold"
"92","FARTCOIN","Fartcoin","0.11946001073100856","-0.015243640742","7.633110122306","-45.13580197791","119648291","10565514.15","63.8","49","566","52","926","0.25081800255693515","0.005431065863586666","63","hold"
"93","ARRR","Pirate Chain","0.30239667288174954","6.23322863112","7.42723010107","47.295170730545","58542194","117617.5","63.7","42","241","594","45","0.012188779821881298","0.002657342689607394","83","hold"
"94","DOG","Dog (Bitcoin)","0.0006515920104356929","3.332991379505","-0.342350389032","-22.920235834267","65190749","922904.1","63.6","56","86","62","1345","0.364309085787341","0.002959133377973168","62","hold"
"95","XVG","Verge","0.002525202439451571","1.798231954537","-0.162314404423","-31.157286895865","41641116","2717157.45","63.6","34","223","860","432","0.11701228629006045","0.0018901702794004182","30","hold"
"96","RAY","Raydium","0.6121598229372545","2.285580619894","7.345366913195","-22.184535879643","164752241","13312869.01","63.5","55","117","71","753","0.20395891568614705","0.007478420832977076","73","hold"
"97","CPOOL","Clearpool","0.024425653210263975","0.68468999678","8.851825585766","-29.922102713928","24318146","761733.29","63.5","47","510","120","188","0.05092201347808187","0.0011038473805389886","66","hold"
"98","AERO","Aerodrome","0.3611637157398157","0.464314272305","11.24124836045","-25.087255819635","344040614.96","8944681.32","63.4","62","498","149","255","0.06906975232399402","0.015616212420339112","56","hold"
"99","CHIP","USD.AI Coin","0.033728915230117174","5.602367890664","6.769010477662","-43.765834337629","118888026.64","37096348.84","63.4","54","406","823","7","0.0018960324167370906","0.00539655600324192","","hold"
"100","JASMY","JasmyCoin","0.005169292091219526","9.777412614764","10.186781377812","-20.234695029698","255809059","18981125.92","63.3","29","17","710","440","0.11917918048061714","0.01161166479119311","39","hold"
"101","KNTQ","Kinetiq","0.2091984386382246","-2.080825297605","-6.542980233872","17.550791096206","58727230","885191.86","63.2","40","1284","782","178","0.04821339573988602","0.0026657418292418632","90","hold"
"102","USDC","USDC","0.9997299142051086","-0.006861976675","-0.002387796711","0.004042425732","74806801797","4893651135.09","63.1","41","609","194","6977","1.8898025959392402","3.3956244941583025","93","hold"
"103","PENDLE","Pendle","1.3262031457944898","3.992261671048","6.186168231937","-34.994424951143","226379988","26802309.64","63.1","28","84","359","282","0.0763830202171228","0.010275822702941568","16","hold"
"104","BBUSD","BounceBit USD","0.9817620300429273","0","-2.417677640191","","190032738.83","6619.55","63.1","63","3814","2344","2","0.0005417235476391687","0.008625951212487383","","hold"
"105","RSR","Reserve Rights","0.001400494049870954","3.441539653102","4.243105760853","-28.075351682664","87437841","5352247.45","63.1","38","171","996","136","0.03683720123946348","0.003968971637386937","16","hold"
"106","BSB","Block Street","0.252882","-1.9034119723486427","14.87665513240333","","56372133","21650754","63.1","37","1224","1113","301","0.0815293939196949","0.0025588394504846494","30","hold"
"107","ENJ","Enjin Coin","0.03094636471900753","-5.059253204591","1.878845536593","-33.924287362153","61238180","24242637.98","63","78","1647","47","167","0.045233916227870596","0.0027797186751808744","34","sell"
"108","BTC","Bitcoin","64569.52939192654","1.256659118018","5.066927126616","-20.477630997978","1294079578065","17360034059.13","62.7","51","198","195","103662","28.078073197685754","58.74075895654421","78","hold"
"109","SOL","Solana","68.84931693881254","2.113415277906","8.343618527185","-24.980129595583","39963609172","1469428043.08","62.6","62","106","112","36008","9.753190751695595","1.8140250207148232","82","hold"
"110","GITLAWB","gitlawb","0.00008641","11.634671754546925","-19.992443697071273","","8682677","379491","62.6","39","51","1315","195","0.05281804589481895","0.00039412339503661683","82","hold"
"111","BCH","Bitcoin Cash","208.99257956621213","2.508135189939","-5.141458572075","-52.051070785642","4182310651","110997350.82","62.5","43","107","503","558","0.1511408697913281","0.1898431178391092","39","hold"
"112","AVAX","Avalanche","6.708527516561141","1.356081503573","-1.111371909551","-32.113266756265","2898554584","170670817.4","62.4","62","195","348","1456","0.3943747426813149","0.13157096288909845","68","hold"
"113","STX","Stacks","0.18623602946124504","3.027792751435","0.053372684733","-30.536016943529","343815681","5545069.25","62.4","52","88","724","585","0.15845413768445687","0.015606454491229655","53","hold"
"114","DGB","DigiByte","0.002543702308818544","5.58709122548","-11.012847237112","-32.747005037669","46536166","3287395.48","62.3","48","54","855","269","0.0728618171574682","0.0021123660060033992","45","hold"
"115","HEI","Heima","0.0838872982490453","-13.976429832244","-9.782943059124","-3.758125979818","8204669","12221979.97","62","63","1805","31","217","0.058777004918849816","0.00037242569330077395","33","sell"
"116","ASTER","Aster","0.636258","0.6473273857905388","2.4344225997508717","","1703334477","67106328","61.8","49","362","172","816","0.22102320743678086","0.07731762530820392","61","hold"
"117","USTC","TerraClassicUSD","0.006060171115839769","1.401235566818","-0.802014720934","-11.499685813524","33780228","1447675.78","61.8","60","447","204","77","0.020856356584107998","0.0015333494663536357","77","hold"
"118","HYPE","Hyperliquid","60.598571699215164","2.128131820393","4.520105967913","30.581710243087","13473685566","496777862.6","61.7","65","104","141","8379","2.269550802834298","0.6115964810078481","79","hold"
"119","IQ","IQ","0.0008109311462185245","1.221245141449","-4.156667505164","-28.110062359274","21353406.08","572734.13","61.7","48","420","270","236","0.06392337862142192","0.00096906650448052","19","hold"
"120","SERV","OpenServ","0.06678004556900798","9.418615677811","13.864736468923","83.063606675795","51619210","1320140.24","61.6","55","34","1205","292","0.07909163795531864","0.0023430951415454107","77","buy"
"121","CRO","Cronos","0.06025376687532174","1.59579717233","2.581320810042","-20.606870673938","2699383582","6871587.75","61.5","62","179","593","1603","0.43419142343279377","0.12253020834979161","78","hold"
"122","STABLE","Stable","0.036205461124361744","0.925142160175","5.351680016407","-7.451224665232","853443783.67","15315024.33","61.5","46","452","87","244","0.06609027281197859","0.03873945345345869","45","hold"
"123","DEEP","DeepBook Protocol","0.017524118770047302","0.726467946143","4.150825970611","-51.39374454914","93439884.88","5435231.02","61.5","50","795","238","39","0.010563609178963792","0.0042410036678170735","80","hold"
"124","ROBO","Fabric Protocol","0.02029074729927758","-4.83941078946","-1.522376627542","-2.756066166494","45202197","30392661.13","61.5","47","1453","945","247","0.06690285813343734","0.0020518145895273977","41","hold"
"125","XTZ","Tezos","0.23862346374659704","1.017538030258","-4.312540017769","-37.083352980999","259284630","9573636.88","61.3","59","286","244","1409","0.3816442393117944","0.011769427638090538","84","hold"
"126","UTYA","Utya","0.02069325","8.572367511459559","15.777947645738482","","20688621","406947","61.2","63","93","1473","118","0.03196168931071096","0.0009390962657191838","64","hold"
"127","FAR","FARCANA","0.002806568844855078","0.206945455743","20.478045125366","6.101355142555","13687587","248702.37","61.2","49","1778","2392","9","0.002437755964376259","0.000621305878163965","100","hold"
"128","$FARTBOY","Fartboy","0.01094706712715401","0.229939720924","-2.438333379417","-1.720357220426","10894430","339394.15","61.2","70","1029","1622","47","0.012730503369520467","0.0004945191141613087","89","hold"
"129","SOMI","SomniaOFT","0.11361683525164297","1.507258235664","1.251497188268","-36.541278924034","18147937","8212832.99","61","70","320","210","75","0.02031463303646883","0.0008237697363786116","83","hold"
"130","XDC","XDC Network","0.030321910134674165","-0.601864068646","0.844280126283","-11.26823363274","603099136","7836997.97","60.9","42","970","488","376","0.10184402695616374","0.02737582879381213","43","hold"
"131","CYBER","CyberConnect","0.34687473907745403","0.202018473295","-4.506523170494","-36.113203503939","23168652","8503520.27","60.9","56","741","863","85","0.023023250774664675","0.0010516696388293497","81","hold"
"132","ZEDXION","Zedxion","0.39571744192987424","0.401404125646","-0.167120016812","-12.765326456338","224147515.46","67187.21","60.8","60","3685","2371","2","0.0005417235476391687","0.010174486484078328","","hold"
"133","BAT","Basic Attention","0.08926014589457812","0.869631323674","5.508007638613","-15.728368219646","133500491","10038553.93","60.7","58","476","1104","105","0.02844048625105636","0.006059843842167031","42","hold"
"134","MAGMA","Magma Finance","0.3389376628956875","6.910501209299","-29.089430375447","61.688959816815","64521867","5335443.72","60.4","47","72","1297","96","0.026002730286680098","0.002928771538563631","77","hold"
"135","W","Wormhole","0.009786722693403579","1.334589948376","0.262190011026","-30.860626323183","58885123","183828295.58","60.3","57","232","23","464","0.12567986305228715","0.002672908895944047","32","hold"
"136","CLANKER","CLANKER","14.46","3.0014172847328475","1.1098864320192956","","14260262","1215555","60.3","64","128","904","354","0.09588506793213288","0.0006473006969569011","54","hold"
"137","EIGEN","Eigenlayer","0.199615","12.473455266560311","23.126319062518423","","147826962","21228074","60.2","40","33","953","220","0.05958959024030857","0.006710149892871628","36","hold"
"138","XPR","XPR Network","0.0022760076689274868","3.877778192758","10.190679632199","-17.899298929156","65482609","1330972.25","60.2","62","120","757","135","0.036566339465643895","0.0029723814642575465","87","hold"
"139","ARKM","Arkham","0.12798454825918276","4.4636305358","8.637087829779","-4.298031160034","82081512","39440391.07","60.1","40","39","477","387","0.10482350646817916","0.003725837570507207","27","hold"
"140","MTL","Metal","0.25435692193644777","0.851362330766","3.870988060479","-19.662782859714","23028081","765149.03","60.1","59","391","429","236","0.06392337862142192","0.0010452888509958633","49","hold"
"141","SUPRA","Supra","0.00030855682523468097","3.219946730052","-5.777453613318","-33.475954605849","10838042.19","528899.87","60.1","46","139","583","234","0.06338165507378274","0.0004919595631016667","59","hold"
"142","WHITE","Whiteheart","2851.05","0.09246999999999568","-6.027157726956779","","25340161","287.53","60","48","1238","1348","81","0.021939803679386336","0.0011502386054548005","36","hold"
"143","ZKC","Boundless","0.05099663394462397","2.911570802805","3.081355378715","-32.899414796404","14828756","11741856.65","60","56","446","940","18","0.004875511928752518","0.0006731057321249658","100","hold"
"144","PEPE","Pepe","0.0000028452348973551056","0.366222512575","3.770051923689","-30.341742655052","1196493902","180027794.2","59.8","54","412","65","2002","0.5422652711868079","0.05431115758387063","75","hold"
"145","SAVAX","BENQI Liquid Staked AVAX","8.462657924800114","1.564798756812","0.601733350439","-32.059755643215","264547185.56","513902.83","59.8","12","1228","2889","4","0.0010834470952783375","0.01200830514831878","100","hold"
"146","TFUEL","Theta Fuel","0.008489394935906835","2.158155202674","-0.520210564979","-26.763419583663","62437331","1678788.47","59.8","60","653","2119","15","0.004062926607293765","0.0028341504435492647","100","hold"
"147","GT","GateToken","6.7205076384847375","2.49725227587","8.239746107212","-8.518313364166","716474210","2536735.46","59.7","79","154","157","162","0.04387960735877267","0.03252214128216194","47","hold"
"148","BSV","Bitcoin SV","11.970060609656576","1.590989083941","0.296951245244","-28.328661187399","239109659","9121967","59.7","55","255","177","223","0.060402175561767316","0.010853646932982505","42","hold"
"149","FOGO","Fogo","0.012804159198677823","2.848088336512","9.552071226675","-35.010785796951","49114749","6109998.93","59.7","46","135","382","234","0.06338165507378274","0.0022294128437866895","3","hold"
"150","YGG","Yield Guild Games","0.02535764684744225","-0.136948502206","-2.342190803756","-39.888448746209","19410215","7278793.49","59.7","57","847","546","138","0.03737892478710265","0.0008810669605918388","6","hold"
"151","ETH","Ethereum","1683.5834803029677","0.626446380501","5.985844708691","-26.085302165816","203247439709","5562322581.83","59.5","48","315","250","33765","9.145647793018268","9.22579188084633","76","hold"
"152","QAIT","QAIT","0.0255198632152732","20.12","2.957720506227765","","112551375.68","14586189.54","59.5","56","85","1497","73","0.01977290948882966","0.0051089232386559245","85","hold"
