rank,symbol,name,price,percent_change_24h,percent_change_7d,percent_change_30d,market_cap,volume_24h,galaxy_score,galaxy_score_previous,alt_rank,alt_rank_previous,social_volume_24h,social_dominance,market_dominance,sentiment,signal
"15","KNTQ","Kinetiq","0.2115537962248533","2.047507695285","-10.384981605514","","59367251","720572.88","72.6","56","77","1085","157","0.04422323438032545","0.0027098716582095537","93","hold"
"16","ANKR","Ankr Network","0.003894514722080795","-1.402526261799","0.614826490543","","39032154","5442274.24","72.4","27","1981","562","24","0.00676023965049561","0.0017816578349479355","60","hold"
"17","JASMY","JasmyCoin","0.005408496071141051","14.399856463331","13.851650508581","","261839516","44387961.87599193","72.3","39","2","275","470","0.13238802648887238","0.011951900609440498","44","hold"
"18","MAX","MAX Exchange Token","0.2709180929221818","0.31412372739","-1.979212608948","","18132861.27","10556.87","72.3","37","659","1910","73","0.020562395603590813","0.0008276907892841239","79","hold"
"19","UB","Unibase","0.12362629018894011","-6.561567537934","-2.747778119887","","313209513","8677929.73","71.8","36","1868","669","145","0.04084311455507764","0.014296730403776263","47","sell"
"20","AKT","Akash Network","0.7305421444851589","9.891189853416","20.457224942712","","212682238","20621838.81","71.8","70","5","81","350","0.09858682823639432","0.00970807236738617","63","buy"
"21","CAW2","A Hunters Dream","3.548227723017677e-8","3.319298466115","7.375359769928","","22554317","466941.48","71.6","59","308","946","24","0.00676023965049561","0.001029512119545066","100","hold"
"22","CHR","Chromia","0.015345063191139914","-1.053546879938","-4.873779734461","","14972831","1137610.93","71.6","62","2134","817","150","0.04225149781559756","0.000683448360613184","94","hold"
"23","SUSDE","Ethena Staked USDe","1.2345594488258402","0.000425822992","0.079800516649","","1869381170.1","10406.19","71.5","28","1856","1609","7","0.0019717365647278864","0.08532958770896437","","hold"
"24","SOMI","SomniaOFT","0.11106277572197996","-4.416095328338","0.54998901997","","17750494","8574046.15","70.8","42","1864","1134","77","0.021689102212006747","0.0008102372907551123","83","hold"
"25","TIA","Celestia","0.33442196072564934","-2.236201594947","6.565015465801","","311285615","26467014.81393123","70.4","57","1269","23","2496","0.7030649236515435","0.014208912346250135","85","hold"
"26","TEL","Telcoin","0.0024161409980269625","1.176096217712","-2.201304111332","","229812209","845478.39","70","51","117","937","674","0.18985006351808503","0.010489985326752462","52","hold"
"27","YELLOW","YELLOW","0.060462","1.006624512919667","8.836023049967192","","11610503","765662","70","80","290","369","53","0.014928862561511139","0.0005299718697983337","78","hold"
"28","GOMINING","Gomining Token","0.278731","3.139866416363385","6.9379870884492085","","112681583","10527810","69.7","75","263","401","49","0.013802155953095203","0.005143452375348952","92","hold"
"29","CREPE","CREPE","0.00001482","18.123671332210133","29.46780592608255","","10222525","458046","69.7","56","18","390","307","0.08647473219592301","0.0004666163635038216","78","buy"
"30","WBTC","Wrapped Bitcoin","64192.48544431811","0.275664225557","4.205530848456","","9351180560.98","69194169.14","69.5","57","669","392","119","0.033519521600374066","0.4268430615559379","47","hold"
"31","ZEC","Zcash","425.4706095288727","2.822101868313","2.459527216512","","7151440780","505934496.5282862","69.1","52","15","655","2501","0.7044733069120633","0.32643395742016124","74","buy"
"32","SHIB","Shiba Inu","0.000004913975019285721","-1.483504476971","5.456771683577","","2892673188","65040483.12326479","68.9","60","1121","36","1447","0.4075861155944645","0.132038673790435","82","hold"
"33","FET","Fetch","0.2020997459961866","-2.368852551852","-2.547202244395","","456011601","159341553.64","68.8","82","1303","9","565","0.15914730843875083","0.020815060366609586","72","hold"
"34","GOAT","Goatseus Maximus","0.013420625357970393","0.127972279258","1.778996356725","","13445103","5453133.09","68.8","46","646","312","325","0.09154491193379473","0.0006137138396623459","44","hold"
"35","PONKE","PONKE","0.025718377556278073","0.539530674015","-0.669835305958","","14273271","1380920.92","68.2","50","313","337","178","0.050138444074509105","0.0006515163141517928","20","hold"
"36","EIGEN","EigenCloud","0.19677823213941872","5.460192438723","15.556257657616","","155657664.47","28533294.56","68.1","33","39","140","173","0.04873006081398919","0.007105134332905953","21","hold"
"37","RIF","Rootstock Infrastructure Framework","0.09983349246285655","4.959665405564","49.903211617265","","99833492.46","28950932.47","67.1","79","16","43","293","0.08253125906646723","0.004556989707295545","65","buy"
"38","FT","Flying Tulip","0.098986","0.4565306646745181","0.37203387296906637","","121450248","113400","67","67","295","1297","788","0.22196120185793922","0.0055437059893125515","96","hold"
"39","NOS","Nosana","0.33160228975280776","2.031117271372","-0.873213484859","","33312650","440798.12","66.9","51","249","717","40","0.01126706608415935","0.0015205859219395974","67","hold"
"40","PEAQ","peaq","0.02181279828156072","-3.35045922188","-2.034861904697","","48552736","2129143.59","66.8","62","2690","225","102","0.028731018514606344","0.0022162333778084266","88","hold"
"41","STRK","StarkNet","0.03376462296781085","-2.885166227578","0.807764938603","","215274128","21245404.61","66.7","64","1417","245","596","0.1678792846539743","0.009826381521572823","77","hold"
"42","IDOL","MEET48","0.030048707851663744","-0.290461352707","0.096099240641","","56396690","4373946.36","66.5","56","994","878","90","0.025350898689358536","0.002574277725068155","80","hold"
"43","ESP","Espresso","0.07082964358458002","-5.776309783022","7.625995471686","","36868168","11444510.66","66.2","84","2018","145","60","0.016900599126239025","0.0016828807443569924","79","sell"
"44","GTC","Gitcoin","0.08126399756601822","4.979971317092","8.823676168566","","7121183","4574929.23","66.1","46","312","1823","17","0.004788503085767724","0.0003250528137916254","67","hold"
"45","XAI","XAI","0.007974060841705596","-1.776491476366","1.822396217606","","16478075","5096680.55","65.9","63","1556","83","79","0.022252455516214718","0.0007521565791272935","70","hold"
"46","WLD","Worldcoin","0.49958088851902915","-1.459233174598","12.441110561589","","1707178189","654967055.9772767","65.5","61","1109","13","879","0.2475937771994017","0.07792568650154633","59","hold"
"47","GWEI","ETHGas","0.166402","-4.243072857055848","24.44893506312075","","349338871","4774722","65.5","43","1776","297","166","0.0467583242492613","0.01594588750005998","33","hold"
"48","MX","MX Token","1.7178062876948808","1.458633123828","-1.327369447988","","158263901","5394145.19","65.3","74","148","461","88","0.02478754538515057","0.007224098347379814","68","hold"
"49","NOCK","Nockchain","0.040503269326634436","15.716788262323","1.988288662827","","89524646","1775239.89","65.3","34","17","1218","267","0.07520766611176366","0.004086433122979592","86","buy"
"50","TRUTH","Swarm Network","0.012192558177944356","7.668258374523","7.687485004812","","24570419","5259920.37","65.3","37","63","1409","119","0.033519521600374066","0.0011215389117214393","4","hold"
"51","USD1","World Liberty Financial USD","1.0001562255756826","-0.003777702293","0.073283382184","","4375954301.76","1174695648.15","65.1","67","712","356","106","0.029857725123022278","0.19974437657488303","99","hold"
"52","AUKI","Auki Token","0.00540709177423152","-5.041449008595","-9.980531899811","","23865254","50562.63","65.1","62","3382","1846","33","0.009295329519431463","0.001089351019985281","89","sell"
"53","HYPE","Hyperliquid","60.85107203839703","2.843480691798","4.151970408015","","13599082841","477252861.35","64.9","66","12","590","7633","2.150037885509708","0.620742388231346","78","buy"
"54","CARDS","Collector Crypt","0.27171479171620133","-1.502738987355","47.069622105736","","70732095","6036974.23","64.9","66","1203","24","564","0.15886563178664684","0.0032286302016289368","80","hold"
"55","ARRR","Pirate Chain","0.2911733216153253","12.516698073397","1.232067140767","","57138116","122682.23","64.7","57","156","2095","41","0.011548742736263334","0.0026081207828182887","83","hold"
"56","VVV","Venice Token","15.982187507171835","-4.816921714878","-4.573275232587","","756063414","52692832","64.6","71","1542","2","882","0.24843880715571368","0.03451119569959128","66","hold"
"57","COTI","COTI","0.0098619854217233","-1.40868131","0.99551205","","28349370","2301729.91565757","64.5","54","2540","544","40","0.01126706608415935","0.0012940325347234989","75","hold"
"58","TRX","TRON","0.31713605422232555","-0.036361728268","-3.466260564713","","30044757039","372891701.0246889","64.4","46","724","137","406","0.11436072075421741","1.3714200035601798","44","hold"
"59","ALGO","Algorand","0.09057745422993223","2.23333938628","-3.132416771511","","807117137","44248167.2","64.4","50","37","284","512","0.14421844587723967","0.036841588882253244","59","hold"
"60","PNUT","Peanut the Squirrel","0.043769057865699776","-1.696350665622","5.741556474862","","43715536","15690939.08","64.4","59","1268","33","456","0.1284445533594166","0.001995435025782808","74","hold"
"61","USDP","Pax Dollar","0.9995715399791274","-0.026375923892","-0.004415848807","","31934908","4273089.9","64.4","66","857","555","121","0.03408287490458203","0.0014576976470871044","86","hold"
"62","XAUT","Tether Gold","4209.541399931233","0.094834827527","-2.052100733021","","2579477885","669904764.5946883","64","50","654","285","251","0.07070083967809992","0.1177425920149111","37","hold"
"63","SN44","Score","10.5","5.184587786899608","29.848649863124187","","49845047","797175","64","26","535","1500","3","0.0008450299563119512","0.0022752220776977384","","hold"
"64","OMG","OMG Network","0.050429730880156745","1.368422415336","1.484210805147","","7203878","785352.5","64","36","171","864","78","0.021970778864110734","0.0003288275015698356","88","hold"
"65","SAUCE","SaucerSwap","0.016113433970720493","0.598459802997","-7.142100951899","","14571491","28366.74","63.8","48","409","1465","38","0.010703712779951382","0.0006651288347300365","92","hold"
"66","GNO","Gnosis","107.30641586148128","1.427023091719","15.548459222019","","283522663","10895274.9264954","63.6","35","216","152","124","0.03492790486089399","0.012941647389463906","25","hold"
"67","BSV","Bitcoin SV","11.950191383894289","0.752461181826","-0.075200477461","","239497575","8751237.30595216","63.6","57","174","240","214","0.06027880355025252","0.010932082583753404","41","hold"
"68","PHA","PHALA","0.03557623326430714","-0.695725102894","9.250107254852","","29697152","23493016.43","63.6","76","1028","40","241","0.06788407315706009","0.001355553258383838","56","hold"
"69","CLANKER","CLANKER","14.36","1.6939168872362094","-1.855889328591506","","14162362","1527817","63.6","62","127","399","264","0.0743626361554517","0.0006464537729244693","36","hold"
"70","IXS","IX Swap","0.062733265264024","3.393152887934","-0.137936397124","","11275886","79256","63.6","39","109","1527","266","0.07492598945965967","0.000514697975363587","11","hold"
"71","APEPE","Ape and Pepe","0.0000010774067045508378","-0.977370050488","2.692689311845","","226245376","25991922.47","63.5","55","1429","1504","73","0.020562395603590813","0.010327174020965937","92","hold"
"72","RAY","Raydium","0.6021055231184161","-1.230679122595","4.741560523207","","162115265","14560625.45","63.5","61","1113","30","750","0.2112574890779878","0.007399897327006621","78","hold"
"73","VEE","BLOCKv","0.006089039119500969","1.912535736211","1.730548002311","","11724838","1020.96","63.5","67","366","2335","22","0.006196886346287642","0.0005351907938822767","100","hold"
"74","DOT","Polkadot","0.961650458836395","-2.43803895","0.04211625","","1624342151","65568249.96774735","63.3","47","1339","66","706","0.19886371638541253","0.07414456091675936","59","hold"
"75","CRO","Cronos","0.06123271145388585","2.171449948142","2.611484003262","","2744408662","8061940.94","63.2","48","33","221","1616","0.4551894698000377","0.1252710059237643","78","buy"
"76","ON","Orochi Network","0.08734440077167946","14.158466320859","8.813200306872","","12555384","1554812.59","63.2","48","7","831","415","0.11689581062315325","0.0005731018143241582","93","buy"
"77","BBUSD","BounceBit USD","0.9817620300429273","0","-2.417677640191","","190032738.83","6619.55","63.1","63","3082","2344","2","0.0005633533042079675","0.008674215571938057","","hold"
"78","BSB","Block Street","0.261985","11.197437254361882","-2.0700129013922095","","58328175","6603179","63.1","19","10","1143","368","0.10365700797426602","0.002662442098044712","52","hold"
"79","LTC","Litecoin","43.98241792775227","0.20470005608","4.590206178422","","3391200400","193203652.20818967","63","59","538","38","1740","0.4901173746609317","0.1547943975251423","67","hold"
"80","CCD","Concordium","0.00441413496967809","1.255260937766","-10.190405691947","","55554795","127774.82","62.5","56","540","2080","22","0.006196886346287642","0.0025358486692965087","100","hold"
"81","PAXG","PAX Gold","4218.051290048784","0.089195524428","-1.926567176452","","1927507900","64440242.94651384","62.4","46","616","272","287","0.08084119915384334","0.0879828346639297","80","hold"
"82","QANX","QANplatform","0.010615848217081078","0.61746947","-5.84881355","","18044069","135708.98271303","62.3","69","436","1529","45","0.012675449344679268","0.000823637786123491","93","hold"
"83","USTC","TerraClassicUSD","0.006038667448709799","0.52928791616","5.380956760447","","33734947","1256970.36","61.8","53","346","444","77","0.021689102212006747","0.001539862048968739","80","hold"
"84","WKC","Wiki Cat","5.3993e-8","-6.873467622549205","-15.666022282244176","","29287835","132088","61.6","55","2735","420","494","0.13914826613936798","0.0013368696151488944","79","sell"
"85","QTUM","Qtum","0.7219912295367322","-1.02144742","2.77461266","","76528534","9142215.65841649","61.1","61","1607","296","53","0.014928862561511139","0.003493213882026072","79","hold"
"86","PYR","Vulcan Forged","0.18396902621753258","1.510001794669","-3.324972481724","","8336033","3406985.86","61.1","27","251","1095","56","0.01577389251782309","0.0003805057365482454","69","hold"
"87","ZEDXION","Zedxion","0.3967872723069023","0.051646394434","-1.26079053967","","224147515.46","67860.88","60.8","60","2686","2371","2","0.0005633533042079675","0.010231415286571746","","hold"
"88","GT","GateToken","6.697712974086685","1.258327299693","6.25886923843","","714896038","2315931.9702033","60.7","68","205","187","133","0.037462994729829835","0.032632073732747034","53","hold"
"89","BANK","Lorenzo Protocol","0.04077277","2.1119930600289196","23.198099295190744","","17356147","5839139","60.7","35","144","714","126","0.03549125816510195","0.0007922369666572362","73","hold"
"90","COL","Clash of Lilliput","0.11704622792481","0.385914134105","4.801258114933","","9604773","3060.11","60.7","41","1178","1982","3","0.0008450299563119512","0.0004384185169065071","","hold"
"91","SKY","Sky","0.056860735236543","1.513172181711","2.325865204107","","1326747532","12513566.05676251","60.6","54","54","629","647","0.1822447939112775","0.060560586417691346","67","hold"
"92","QNT","Quant","67.66117965208976","1.452465704186","-2.534932674664","","986549508","6837006.52554088","60.6","51","71","216","633","0.17830132078182173","0.04503194111429851","50","hold"
"93","DGB","DigiByte","0.002501582018127018","2.853302992103","-11.833328673725","","45816961","3083755.47","60.6","56","57","143","278","0.07830610928490749","0.0020913564631650614","53","hold"
"94","HUNT","HUNT Token","0.08269323977086389","-0.48539654","4.46986188","","16026147","48577.52631523","60.5","64","2496","573","16","0.00450682643366374","0.0007315279184074072","100","hold"
"95","QUBIC","Qubic","4.632030572493137e-7","6.838898994759","3.288185164425","","63843204","1564605.68","60.1","59","20","135","446","0.12562778683837675","0.0029141805654584007","75","buy"
"96","WHITE","Whiteheart","2851.05","0.09246999999999568","-6.027157726956779","","25340161","287.53","60","52","764","1193","92","0.025914251993566506","0.001156674478802582","47","hold"
"97","ZKC","Boundless","0.06464572381343688","32.429616561122","31.527810141703","","18342008","81784745.39","60","73","91","923","29","0.008168622911015529","0.0008372374802035705","100","hold"
"98","DASH","Dash","35.322066887627166","0.108831043004","-5.373596154676","","450893744","59679097.38","59.9","51","628","273","395","0.1112622775810736","0.02058145117296393","48","hold"
"99","SAVAX","BENQI Liquid Staked AVAX","8.31433367412086","-1.396179289265","-1.33301596359","","264547185.56","356595.4","59.8","37","3645","2414","4","0.001126706608415935","0.012075494625953755","100","hold"
"100","ICX","ICON","0.028254394965578238","-1.70262311","-3.88929414","","31030645","1859407.48681254","59.8","72","2903","867","23","0.0064785629983916265","0.0014164217477656495","100","hold"
"101","GRASS","Grass","0.3824437559899139","-1.735869009089","9.714043692917","","93279979.11","15983553.33","59.7","52","1311","112","255","0.07182754628651586","0.004257848686114306","47","hold"
"102","GIGA","Gigachad","0.002732596131400829","1.239126406602","9.760642716155","","26293044","6636615.71","59.6","40","120","98","384","0.10816383440792976","0.001200169681827726","40","hold"
"103","KNC","Kyber Network Crystal","0.11946054562361444","-1.047287131958","1.434283103657","","20301563","1528905.35","59.6","37","2362","1306","86","0.024224192080942602","0.0009266831336195055","13","hold"
"104","RARE","SuperRare","0.01300961424645716","-1.04763816","0.25472887","","10623429","6955533.67452448","59.6","68","1060","69","748","0.21069413577377982","0.00048491598777415955","91","hold"
"105","BTC","Bitcoin","64259.59086626804","0.22118438283","4.054503658991","","1288272440667","16368386504.485802","59.5","52","516","106","100612","28.340051321486015","58.80435621005851","79","hold"
"106","UFART","Unit Fartcoin","0.118117","-2.0015521068378006","6.583024780797508","","9461046","66.38","59.5","59","5717","1816","1","0.00028167665210398373","0.0004318579685021438","","hold"
"107","WIF","dogwifhat","0.15740584309170172","-2.666679841843","0.067675744202","","157443923","35744293.36","59.4","47","1384","86","491","0.13830323618305604","0.007186669712819064","69","hold"
"108","BAT","Basic Attention","0.08884353912604569","-0.271703614366","4.292921187103","","132989921","6879139.89692698","59.3","54","992","829","116","0.032674491644062116","0.006070444759947324","39","hold"
"109","MEME","MemeCoin","0.0006248063624094962","11.51428079069","0.35456151819","","39411818","26514518.59","59.3","48","8","798","461","0.12985293661993652","0.0017989879402823138","35","hold"
"110","SIGN","Sign","0.008572407510125245","-0.667626904625","-1.585350794518","","19766420","4349894.53","59.2","58","1589","1258","29","0.008168622911015529","0.0009022560492529205","100","hold"
"111","MIM","Magic Internet Money","0.7742329977031752","-11.757088092379","-21.865571580955","","103613624.41","58141.94","59.1","60","3137","565","165","0.04647664759715732","0.00472953723582432","86","sell"
"112","USDT","Tether","0.9993323766107686","-0.008082356761","-0.028933192674","","186487954064","41009044226.72108","59","65","634","299","991","0.27914156223504794","8.512410677656588","75","hold"
"113","SUI","Sui","0.7532795445689597","-1.983175563046","0.881382855472","","3038724910","248793566.68","58.9","60","1222","46","1507","0.4244867147207035","0.13870533622492268","79","hold"
"114","DOOD","Doodles","0.00158817","1.1965507855058473","-1.0575817834208046","","12387581","8702617","58.8","50","157","529","283","0.07971449254542741","0.0005654422952087703","7","hold"
"115","NMR","Numeraire","8.31463087468743","-0.942626125102","1.537322020209","","58460315","3204386.02","58.6","72","2132","1024","30","0.008450299563119512","0.002668473747394887","100","hold"
"116","MNT","Mantle","0.5544426021362022","1.467394261468","3.473370270832","","1835314716","19699621.09","58.4","57","101","247","273","0.07689772602438756","0.08377459371974821","24","hold"
"117","ATH","Aethir","0.004560250613678089","-1.017509885303","4.710074796215","","91863885","10803468.7","58.4","56","1404","154","49","0.013802155953095203","0.004193209794647924","78","hold"
"118","ZIL","Zilliqa","0.0031746118518274392","0.499972345785","4.124132260128","","62018273","3682308.74","58.4","48","270","315","274","0.07717940267649155","0.002830879945810575","23","hold"
"119","YLDS","YLDS","0.999677","-0.012446540140126293","-0.012424346431676087","","558234264","1940301","58.3","58","2073","1794","4","0.001126706608415935","0.025481105915702074","","hold"
"120","AZTEC","AZTEC","0.01606766","-3.2307808702720533","-0.3657127550153719","","47265545","4496997","58.3","58","1871","232","151","0.042533174467701544","0.002157478384931926","20","hold"
"121","EDGE","EdgeX","0.364805","-15.093948636743734","-21.676111144217323","","127491340","11148156","58.2","86","2223","194","37","0.010422036127847398","0.005819457076312292","83","sell"
"122","QRL","Quantum Resistant Ledger","1.0408784865744658","9.486329530357","-1.644850025638","","81618815","60203.03","58.2","67","170","873","49","0.013802155953095203","0.003725564344307416","91","hold"
"123","UFD","Unicorn Fart Dust","0.0126489","4.943234684889612","-0.23383062374621044","","12642823","184828","58.2","58","41","111","405","0.11407904410211342","0.0005770930462564265","91","hold"
"124","CHIP","USD.AI Coin","0.03602838375716645","9.623374501246","19.304646848968","","118888026.64","51635810.26","58.1","46","6","87","398","0.11210730753738554","0.005426751086928354","54","hold"
"125","ID","SPACE ID","0.028116773471568813","-4.18284972587","6.927367477667","","12096137","16781056.07","58.1","58","1730","1001","73","0.020562395603590813","0.0005521390712552942","74","hold"
"126","STRX","StrikeX","0.028778769341978743","0.489802705466","-3.855115656733","","25228938","3883.35","58","51","400","590","85","0.02394251542883862","0.0011515976047623633","90","hold"
"127","SDT","Stake DAO","0.10587828094972239","-1.32794129","21.70032251","","7296440","1753.56","58","58","5292","1896","2","0.0005633533042079675","0.000333052577452618","","hold"
"128","BBT","BabyBoomToken","0.070429","-1.0975049985958796","-20.199821117616136","","12085259","137779","57.9","29","3060","2531","16","0.00450682643366374","0.000551642535144872","100","hold"
"129","SUSD","sUSD (Optimism)","0.3647667681501641","1.327778831211","-33.461179647651","","12060343","40619.09","57.9","55","180","1324","165","0.04647664759715732","0.0005505052218770578","86","hold"
"130","ATM","Automatic Treasury Machine","1.0570575887402018","3.740305152449","14.556755503006","","8912797","5162751.48","57.9","66","164","294","30","0.008450299563119512","0.00040683264895784274","100","hold"
"131","DOG","Dog (Bitcoin)","0.0006423244308137967","1.466023561246","0.008421325957","","63934696","889211.14","57.8","52","80","119","1163","0.3275899463969331","0.002918356800227178","70","hold"
"132","XPR","XPR Network","0.0022342445010915288","0.406442679036","4.484197465769","","63749265","1440946.82","57.8","70","291","258","136","0.03830802468614179","0.0029098926351700245","85","hold"
"133","RED","RedStone","0.0932670684744504","-0.89306384248","-2.419456617263","","38769997","13271767.58","57.8","42","1292","1359","127","0.035772934817205934","0.0017696914424952812","21","hold"
"134","BRISE","Bitgert","1.953909468609932e-8","0.864842207205","0.59563126443","","7716128","618412.73","57.8","39","204","1174","178","0.050138444074509105","0.00035220961432620766","34","hold"
"135","WOO","WOO Network","0.013179728803116656","-0.365713250829","-0.02868893397","","24899136","1186780.38","57.7","58","1834","531","312","0.08788311545644294","0.0011365434953406416","39","hold"
"136","SPX","SPX6900","0.32935989132489","1.872131050253","8.813619655159","","307353874","5489599.99","57.6","60","52","582","807","0.2273130582479149","0.014029444486043496","80","hold"
"137","JPYC","JPY Coin","0.006982796155590744","2.558304794344","1.785729067672","","17876670","232.19","57.6","67","277","626","22","0.006196886346287642","0.0008159967079520826","57","hold"
"138","SN64","Chutes","17.73","3.812807185155006","27.782051782473793","","92919631","1038636","57.5","52","680","932","3","0.0008450299563119512","0.004241400271981431","","hold"
"139","BNB","BNB","611.231769797599","0.450902715027","3.728455846538","","82373544553","791999315.33","57.4","58","135","213","1044","0.29407042479655904","3.7600146547199342","65","hold"
"140","TWT","Trust Wallet Token","0.39715323594975266","1.2769694801","9.260711474431","","165497357","10068986.91818837","57.2","45","132","393","340","0.09577006171535447","0.007554275963407645","20","hold"
"141","PTGC","The Grays Currency","0.00006557","5.274772137414405","-6.327357169130854","","18943164","12800.22","57.1","58","195","802","31","0.008731976215223498","0.0008646777874288895","60","hold"
"142","SYRUP","Syrup","0.132433","1.1559514976713527","1.2322069685887551","","157899303","5839975","56.9","72","213","507","64","0.01802730573465496","0.0072074559431889946","75","hold"
"143","PEOPLE","ConstitutionDAO","0.005406183775644648","-1.686592401048","0.508546908131","","27302691","4053101.33","56.9","44","1533","183","112","0.03154778503564618","0.0012462559287738126","4","hold"
"144","PROVE","Succinct","0.199608","1.959789179882684","11.046105581636684","","38927383","8001667","56.8","71","124","190","146","0.04112479120718163","0.0017768754682605799","33","hold"
"145","BITCOINALT","HarryPotterObamaSonic10Inu (ERC-20)","0.012005925082454598","1.937754070904","-3.192111615036","","12010356","2737003.55","56.8","34","126","1079","135","0.03802634803403781","0.000548223520226784","71","hold"
"146","INV","Inverse Finance","10.15307985817441","-0.299103962042","-7.896123195567","","7176286","59699.73","56.8","66","2149","975","45","0.012675449344679268","0.00032756803987110683","100","hold"
"147","PHNIX","PHNIX","0.00001378","-1.6202810672794523","1.0471141309179877","","7300332","173761","56.7","49","2581","309","56","0.01577389251782309","0.00033323023129907544","47","hold"
"148","VIRTUAL","Virtuals Protocol","0.6118389677299286","-4.813004246033","8.367604228235","","402627606","59058587.24","56.6","53","1588","50","496","0.13971161944357596","0.018378299819073025","48","hold"
"149","BIO","Bio Protocol","0.03141388544453172","-1.544650753187","11.059184621404","","67299039","40989943.99","56.6","55","1521","149","82","0.023097485472526668","0.0030719252675324217","81","hold"
"150","BANANAS31","Banana For Scale","0.009375618791282632","23.159730554092","-12.756049019847","","96882018","41075300.85","56.5","63","60","142","55","0.015492215865719106","0.004422266996468268","75","hold"
"151","ARPA","ARPA","0.008396565503770248","0.030852760469","0.895656623572","","8257742","3115037.32","56.5","64","1310","791","13","0.003661796477351789","0.00037693207331777374","50","hold"
"152","PEPE","Pepe","0.000002803152315225074","-1.790171587339","2.162253986268","","1178719941","164856465.49","56.4","53","1183","109","1656","0.46645653588419705","0.053803733662559805","83","hold"
"153","DCR","Decred","12.100288249692989","0.594942912341","-2.459838514835","","211525099","1402645.31","56.4","50","301","791","241","0.06788407315706009","0.009655253715218682","11","hold"
"154","KSM","Kusama","3.6369548720475793","-1.74847402309","-0.320523830446","","66769459","3660343.71085514","56.4","61","1591","581","109","0.03070275507933423","0.003047752111312764","21","hold"
"155","GAL","Galxe","0.2784690481559226","1.53494672","-2.80451997","","28919408","1.66","56.4","47","818","2837","8","0.00225341321683187","0.0013200524328033755","","hold"
"156","EDGESOL","Edgevana Staked SOL","87.02044776202467","-0.438473884948","5.698193085233","","75791047.78","9.16","56.3","56","5482","2096","1","0.00028167665210398373","0.0034595506590835426","","hold"
"157","FLIP","Chainflip","0.2950155524167247","0.32277575361","-9.140537590653","","26343369","93312.35","56.3","39","748","1941","121","0.03408287490458203","0.0012024668117925177","19","hold"
"158","MAG7.SSI","MAG7.ssi","0.419615","-0.401956380437434","3.2792044307503607","","70801215","257242","56.1","61","3025","1417","7","0.0019717365647278864","0.00323178524630189","0","hold"
"159","SSV","SSV Network","2.3045940595944234","2.847760269159","13.360371968758","","33810745","7670511.02936661","56.1","48","118","623","31","0.008731976215223498","0.0015433219169681677","86","hold"
"160","KAS","Kaspa","0.03136676392897734","-0.737674853485","3.527370007346","","865634308","8022171.48","56","49","950","45","1775","0.4999760574845712","0.039512657872991956","73","hold"
