rank,symbol,name,price,percent_change_24h,percent_change_7d,percent_change_30d,market_cap,volume_24h,galaxy_score,galaxy_score_previous,alt_rank,alt_rank_previous,social_volume_24h,social_dominance,market_dominance,sentiment,signal
"508","AVAX","Avalanche","6.507221957158945","-2.474136867591","-3.403918433535","-31.39225058395","2832995655","174048693.27","41.2","57","1200","139","1428","0.4000862931220459","0.12931463903079005","67","hold"
"509","VBNB","Venus BNB","15.146515787490593","-0.149288061962","2.561225709868","-9.994082140916","340843724.55","340801934.32","41.2","47","1818","1108","4","0.0011206898967004088","0.015558118886734858","","hold"
"510","SATS","SATS (Ordinals)","9.373097675743443e-9","-3.262341996533","-1.150758187791","-31.211444827719","19943934","2566493.91","41.2","76","2227","174","632","0.1770690036786646","0.000910358835712334","76","hold"
"511","SN81","Patrol","1.94","-0.8952187607615488","21.17972736302371","","7461242","42115","41.2","41","4957","1097","1","0.0002801724741751022","0.00034057511321928597","","hold"
"512","ATOM","Cosmos","1.9353023917308858","-1.886957146072","14.748348368505","-1.044176685582","993504441","27434201.81","41.1","53","1928","132","457","0.1280388206980217","0.04534940529705891","50","hold"
"513","KTA","Keeta","0.157147","-6.51308424281588","8.229041588024073","","87108102","1886407","41","51","2716","1028","441","0.12355606111122007","0.003976127794939115","43","sell"
"514","SENTIS","SentismAI","0.09881772919211214","4.535968340793","-0.641648472077","31.99707541998","19357165","2981721.83","41","57","376","743","9","0.00252155226757592","0.0008835752360638348","0","hold"
"515","SN63","Alpha Trader Exchange (ATX)","2.22","-1.7894176934450474","23.72052153214243","","9971011","112308","41","41","5494","2468","1","0.0002801724741751022","0.00045513578037486863","","hold"
"516","DODO","DODO","0.015383558044429464","3.648223283783","6.482621465709","-14.327341766379","15466069","1343520.65","40.9","22","127","1656","118","0.033060351952662055","0.0007059626535008902","8","hold"
"517","NCT","PolySwarm","0.0059503849520490815","0.172651149348","-3.675130709825","-28.298750926501","11307062","189117.67","40.8","59","532","1397","29","0.008125001751077963","0.0005161210319712838","100","hold"
"518","BORG","SwissBorg","0.1568835923947728","-1.590783085348","-0.641245985378","-14.72629053506","153737078","118144.62","40.7","52","3561","815","12","0.003362069690101226","0.0070174674331501645","","hold"
"519","AVNT","Avantis","0.10560073106965745","-5.582480123004","1.925017885871","-24.581303109325","34597144","15846524.51","40.7","58","2866","438","245","0.06864225617290004","0.0015792178078212634","14","sell"
"520","UTYA","Utya","0.0193212","-1.561124407118662","1.0346950463602467","","19324887","390806","40.7","36","2215","1311","121","0.03390086937518737","0.0008821018776733026","66","hold"
"521","LUCIC","Lucidum Coin","0.07909425547695748","-0.85067772666","2.068271242768","-17.285822649815","12979794.04","19921.96","40.7","40","4984","1830","2","0.0005603449483502044","0.0005935114057587465","","hold"
"522","ESPORTS","Yooldo Games","0.070557","-66.9679688903309","12.744961894705579","","10710535","18596220","40.6","39","2819","958","618","0.17314658904021316","0.0004888920196214148","49","sell"
"523","MATT","MATT","0.00015573986411438037","1.388683783278","10.628432493114","54.442738534207","9823435.15","10459.3","40.6","51","624","1476","7","0.0019612073192257153","0.00044839954774467355","","hold"
"524","FOLKS","Folks Finance","1.71938087614151","-8.18","0.6688502436550253","","28679948.12","1815452.28","40.5","37","2900","1009","272","0.0762069129756278","0.001309122070841858","43","sell"
"525","AUDIO","Audius","0.015136465728221938","-0.413389975011","0.63242192065","-26.059605776603","21715793","2088857.84","40.5","50","1710","1110","60","0.01681034845050613","0.0009912369361054871","83","hold"
"526","SD","Stader","0.14288199295363357","2.780659209717","-5.620048686181","-23.835238322461","10286807","1491036.37","40.5","20","84","827","89","0.024935350201584095","0.00046955057330802877","14","hold"
"527","SRX","StorX Network","0.05408866171058325","0.150432354928","-1.265931438192","-11.295988902002","45109943.87","2251477.49","40.4","27","2889","2468","2","0.0005603449483502044","0.0020590840292863954","","hold"
"528","FRXETH","Frax Finance","1653.999247982209","-1.190793851187","1.647195133259","-25.168247562917","86587053.52","75316.36","40.3","32","4955","1739","2","0.0005603449483502044","0.003952344067636242","100","hold"
"529","LINEA","Linea","0.002447110755583678","-5.606429646862","-3.022815332263","-32.295696668843","75786545","13104802.14","40.3","48","2727","52","382","0.10702588513488905","0.003459345125633709","22","sell"
"530","ORDI","ORDI","3.2491725756253533","-3.30738180747","8.900351003819","-24.917961149367","69362531","16646536.44","40.3","54","2387","350","242","0.06780173875037473","0.0031661152189543284","32","hold"
"531","CATI","CATIZEN","0.06000317116044688","3.013859437037","34.296721819581","5.994186254366","27239328","4997830.14","40.3","44","124","301","124","0.03474138679771267","0.0012433636675525691","27","hold"
"532","SN68","NOVA","5.52","-1.245949232653095","26.46509285548407","","24229746","253395","40.3","40","5450","2087","1","0.0002801724741751022","0.0011059885857106016","","hold"
"533","AIXBT","aixbt by Virtuals","0.02302219","-3.8757490789703954","7.147713690219107","","22902158","7851903","40.3","48","2438","47","321","0.08993536421020781","0.0010453896353738393","29","hold"
"534","BNKR","BankrCoin","0.00048101","-3.5025789446807636","-14.065914170179946","","48110778","2063465","40.2","55","2440","79","304","0.08517243214923106","0.0021960598067209095","55","hold"
"535","COOKIE","Cookie","0.009177531984069367","-0.349315130123","-5.896859693301","-46.166450348118","7159576","2025772.85","40.2","22","1783","1324","98","0.027456902469160018","0.00032680529686640407","8","hold"
"536","SENT","Sentient","0.01538815656760905","-6.117815371092","20.190716339479","-1.070984037771","113325520","18534053.07","40.1","35","2978","360","157","0.043987078445491046","0.005172845459862374","31","sell"
"537","DUSK","Dusk","0.0882617037423078","-2.88379117068","-5.094174502562","-38.663975918123","52497810","3515688.04","40.1","26","2566","796","240","0.06724139380202453","0.002396309834812296","16","hold"
"538","PROM","Prom","1.0425557622186628","-2.579543691373","2.676475360658","-39.284360882036","19026642.66","865657.89","40.1","36","3808","1596","14","0.0039224146384514305","0.0008685002924835471","100","hold"
"539","EGL1","EGL1","0.01170991","-0.8446256735267461","-9.90072164317903","","11193073","1430796","40.1","36","3495","1182","6","0.001681034845050613","0.000510917901369066","","hold"
"540","B","BUILDon","0.2363131444873484","1.662679067278","-16.828279372335","-48.425626983941","238220629","6715397.49","40","72","316","1065","17","0.004762932060976738","0.010873795233132033","100","hold"
"541","HUMA","Huma Finance","0.02404832819631658","5.725822050562","-2.003195411957","-4.417251775771","41932522","13330102.61","40","38","23","108","320","0.0896551917360327","0.0019140477453646724","25","hold"
"542","OHO","OHO Blockchain","0.00076953","-0.20493062829221487","3.5933328814961683","","17674868","131870","40","62","2494","1361","11","0.0030818972159261243","0.0008067852738506449","100","hold"
"543","SHIBTC","ShibaBitcoin","103.9086453509339","0","0","","12114039.87","35.44","40","40","1797","3058","3","0.0008405174225253065","0.0005529562638858508","","hold"
"544","ENS","Ethereum Name Service","4.8340760569776","-1.735308176752","3.707309377432","-27.631033533249","196833670","6690651.34","39.9","81","2501","199","36","0.01008620907030368","0.008984650202421738","75","hold"
"545","UAI","UnifAI Network","0.29107583916666346","7.827964596146","0.139118384336","23.349808231704","69101216","4988638.36","39.9","37","17","1058","318","0.0890948467876825","0.0031541872603502654","67","hold"
"546","HT","Huobi Token","0.089518","-2.3042685682677284","-18.286026446776244","","9793019","43153","39.9","58","2472","257","169","0.047349148135592274","0.0004470111751748058","56","hold"
"547","MORPHO","Morpho","1.9201980508448704","-1.108038645016","12.235361175889","4.708766617248","1256476257","9702941.2","39.8","51","1827","358","244","0.06836208369872494","0.05735299076013345","19","hold"
"548","SN11","Dippy","2.4","-1.8592766568143868","20.97070990283048","","9877610","349315","39.8","28","3366","778","5","0.001400862370875511","0.00045087240758119774","100","hold"
"549","KLED","KLEDAI","0.00796318","-6.6142861860345485","-10.723239773301966","","7961508","618423","39.8","50","3489","622","40","0.011206898967004088","0.0003634102054987964","70","sell"
"550","XSGD","XSGD","0.7784867485114139","-0.029823524554","0.63175520832","-0.414411345969","15021819","247214.91","39.5","43","1295","1177","12","0.003362069690101226","0.000685684462008419","","hold"
"551","PUNDIX","Pundi X","0.09950575738494863","-2.290001364652","-1.654412668722","-31.910852123806","25929741","2054525.44","39.4","68","2583","248","34","0.009525864121953475","0.0011835863890786228","100","hold"
"552","KEEP","Keep Network","0.05459779963090697","56.157295225287","195.975672476516","-45.332696913683","9989150","11283.88","39.3","81","483","873","6","0.001681034845050613","0.0004559637513720143","100","hold"
"553","TTC","Tongtongcoin","0.059287756419899994","0.013833811151","19.981579009903","23.458328860806","9576241.72","1.26","39.3","35","2599","1898","4","0.0011206898967004088","0.00043711618092594364","","hold"
"554","ORCA","ORCA","1.087957386977392","-5.140727753242","5.576031253356","-21.908690106768","66746905","17141279.32","39.2","67","2652","53","428","0.11991381894694372","0.00304672261366297","60","sell"
"555","TRILLIONS","trillions","0.02269223","0","0","","22692226","3283449","39.2","49","816","633","70","0.019612073192257152","0.0010358071000977618","56","hold"
"556","VELO","Velodrome Finance","0.013504887907385287","-3.609013890505","5.396216954486","-18.220920910271","16479811","1687452.46","39.2","43","2368","172","559","0.15661641306388213","0.0007522358204113248","57","hold"
"557","FAR","FARCANA","0.00280129574007058","0.020167758006","20.298996393956","3.388573032142","13650628","256450.61","39.2","65","1396","2231","7","0.0019612073192257153","0.000623095213452982","","hold"
"558","ADS","AdShares","0.39417322971728674","-1.300316788322","-0.958901067075","-33.458223639951","15319275","35663.83","39.1","61","3548","1642","10","0.002801724741751022","0.0006992621091183448","","hold"
"559","CTK","Shentu","0.1250039318660808","-1.598008353612","-0.426415385384","-33.932464523386","20232815","1407051.88","39","48","3650","1017","8","0.0022413797934008176","0.0009235450692217015","100","hold"
"560","HOT","Holo","0.00030779646233053485","-1.502497176016","-1.335310722155","-26.564917232635","55327740","2379302.57","38.9","67","1902","291","221","0.06191811679269758","0.00252548453925864","87","hold"
"561","KONET","KONET","0.04559085816053937","3.086722320614","-1.065631290202","33.725706409785","20582565","1696929.68","38.9","23","542","2293","5","0.001400862370875511","0.000939509723075369","","hold"
"562","PARTI","PARTI Token","0.060461","2.918779112832013","7.880641988872468","","14087095","16920239","38.9","32","78","899","267","0.07480605060475229","0.0006430181428984393","11","hold"
"563","KCS","KuCoin","6.8898420934962115","-0.579919638179","7.313872206778","-15.867753980465","934056291","1782186.19","38.8","64","2640","409","15","0.004202587112626533","0.042635840931109226","100","hold"
"564","NILA","MindWaveDAO","0.07845493438962288","-0.757037069559","-0.299279333547","-0.49140078915","66135959","229667.91","38.8","62","3101","1346","10","0.002801724741751022","0.003018835433067451","100","hold"
"565","BSOL","BlazeStake Staked SOL","87.23460387066497","-1.470083680114","3.585483891638","-24.303943998866","93813987.95","135790.43","38.7","41","3542","1015","8","0.0022413797934008176","0.0042822240007258814","","hold"
"566","RPL","Rocket Pool","1.3472815191943102","-2.766745698541","1.037996956695","-28.159303116338","30667915","7548745.73","38.7","38","2832","576","85","0.023814660304883686","0.0013998646101177844","6","hold"
"567","ASTER","Aster","0.621757","-2.8945039583390284","-1.0763458215547965","","1664808418","43903384","38.6","46","2107","128","684","0.1916379723357699","0.07599168013164166","55","hold"
"568","HNT","Helium","0.2882583396478749","-3.453200364864","-41.426856801816","-66.502298278301","53062435","5052970.46","38.6","47","2544","524","206","0.05771552968007105","0.0024220826516303854","18","hold"
"569","AGI","Delysium","0.005401132052375151","-1.186097347684","3.496696867487","-36.9144356417","13998742","657070.59","38.6","68","3134","932","11","0.0030818972159261243","0.0006389851906127121","50","hold"
"570","FTN","Fasttoken","4.256965020895001","0","1.690772053345","1.353446656574","1838873525.17","31","38.5","35","1236","2559","4","0.0011206898967004088","0.08393703877058542","","hold"
"571","OHM","Olympus","16.3","-1.5585985194324552","-5.918416905107124","","242720932","15040.64","38.5","56","2884","463","40","0.011206898967004088","0.011079215618068763","36","hold"
"572","COW","CoW Protocol","0.14923804121869758","1.940270523944","8.328457368245","-15.318970576275","87022764","3940936.73","38.5","55","321","508","19","0.0053232770093269415","0.003972232465044721","0","hold"
"573","SHX","Stronghold","0.0042330039185419195","-2.410530116177","-9.441086351548","-9.109411101424","75267713","318341.12","38.5","42","2471","1082","107","0.02997845473673593","0.0034356625715573517","79","hold"
"574","SN14","TAOHash","3.38","-1.8849262941975742","32.32360844604094","","14157312","45252","38.5","38","4838","2369","4","0.0011206898967004088","0.0006462232611247236","","hold"
"575","SN41","Sportstensor","2.1","12.129164216613054","68.42264037959163","","8853122","570560","38.5","26","420","487","4","0.0011206898967004088","0.0004041087298192649","100","hold"
"576","SEI","Sei","0.05248571776734372","-3.148056904728","5.838418670748","-17.324136899025","354731536","28204275.94","38.4","48","2172","25","460","0.128879338120547","0.01619204055245108","42","hold"
"577","DRV","Derive","0.10021107286449722","-1.791572976989","0.569278607925","29.094990581116","100164997","94938.33","38.4","32","3125","1747","25","0.007004311854377555","0.0045721215306894535","67","hold"
"578","NPC","Non-Playable Coin","0.004894037670881672","-1.425305632761","-0.803532767872","-37.171331519015","39723214","3577015.48","38.4","34","1814","878","351","0.09834053843546087","0.0018132018912513392","44","hold"
"579","NYM","Nym","0.018014054165682906","-0.579131775599","-5.857159193183","-34.212042178396","14980049","1194983.27","38.4","40","3150","2021","7","0.0019612073192257153","0.000683777832726167","100","hold"
"580","HFT","Hashflow","0.009940136630645734","-1.00346794531","-3.330251770286","-31.20901188848","8413506","4214640.89","38.4","33","2082","1514","99","0.02773707494333512","0.00038404206143174843","11","hold"
"581","FF","Falcon Finance","0.06996925286809288","-10.8296783197","-27.650964512058","-17.976352467078","202954711","22750092.57","38.3","47","3066","649","147","0.041185353703740026","0.009264050633555707","42","sell"
"582","OSAK","Osaka Protocol","1.7209504196072964e-8","-2.01887588282","14.344128094375","-38.682847670432","13144264","78522.99","38.3","50","4404","1639","4","0.0011206898967004088","0.0005999817724695411","","hold"
"583","EPS","Ellipsis","0.013704128489151429","0.515313737084","3.237264242438","-9.774331595779","9552435","3.44","38.3","38","1280","1662","3","0.0008405174225253065","0.00043602950174312393","","hold"
"584","LDO","Lido DAO","0.256406429521311","-3.198076812489","-4.03130632713","-29.806980384236","218304909","29062995.27","38.2","45","2331","365","284","0.07956898266572902","0.009964724250868811","11","hold"
"585","VRSC","Verus","0.4096998272263746","-8.070607332791","-5.812941831577","-46.043445325602","32954806","161.08","38.1","38","5409","1622","4","0.0011206898967004088","0.001504251810163724","","sell"
"586","GCB","Global Commercial Business","0.0143401142210122","-0.902071562933","-11.710686943354","-15.098116504513","17235511","344.26","38.1","38","4836","1617","2","0.0005603449483502044","0.000786730427751472","","hold"
"587","9BIT","The9Bit","0.0435969","-0.4771907973662058","-0.34157700626218335","","357506598","6315338","38","31","3237","1925","3","0.0008405174225253065","0.016318710757604663","","hold"
"588","DEEP","DeepBook Protocol","0.016713164795241302","-5.189103020837","0.445065459788","-50.745296117549","89115818.89","4302866.42","38","55","3407","257","33","0.009245691647778373","0.004067975401392595","75","sell"
"589","SOL","Solana","66.98232968513855","-1.76511262959","3.137480161459","-24.878667566433","39246044839","1416842261.45","37.9","56","1077","57","34318","9.614958968741156","1.7914210749968436","82","hold"
"590","EURS","STASIS EURO","1.208124331619049","0","-0.410959482822","0.00952209684","149822480","272.82","37.9","41","1732","2698","5","0.001400862370875511","0.006838782080623333","","hold"
"591","DOLA","DOLA","0.9961659930211705","-0.006197548064","0.172236696775","0.264744249346","90039475.33","96070.86","37.9","30","1762","2145","4","0.0011206898967004088","0.0041099329715776345","","hold"
"592","EVER","Everscale","0.0059602059117953325","14.642771715255","18.125238399023","99.181044642872","11587368","28152.07","37.9","21","649","1473","5","0.001400862370875511","0.0005289158518800933","","hold"
"593","GNS","Gains Network","0.5790161233841674","-3.046074406275","22.549524792156","6.858771903428","13902160","911513.28","37.8","69","2830","723","79","0.022133625459833075","0.000634576618208152","67","hold"
"594","BERT","Bertram The Pomeranian","0.01407318707692513","-0.221819952647","-5.785489261948","-7.401302647714","13748363","788108.56","37.8","61","1453","497","231","0.06471984153444861","0.0006275564155813257","59","hold"
"595","LSETH","Liquid Staked ETH","1821.9947214849576","1.608517778274","3.385781097138","-27.638768152677","780144773.05","10711.67","37.7","45","662","2061","5","0.001400862370875511","0.03561041102928144","100","hold"
"596","SFRXETH","Frax Staked Ether","1937.4295514070868","-0.195818556836","3.432755429779","-27.224236134405","233864386.24","15342.6162844","37.6","37","4671","1862","2","0.0005603449483502044","0.010674950607639696","","hold"
"597","REQ","Request","0.05564798103859572","-3.685888448003","-2.051435838652","-18.381667433663","41649355","2426377.29","37.5","51","3068","719","96","0.026896557520809806","0.0019011223325332742","0","hold"
"598","SOPH","Sophon","0.0054897577628178805","-6.213175471337","1.433286736079","-34.783699607501","19191334","6713747.39","37.5","70","3226","138","61","0.017090520924681236","0.0008760057306650999","73","sell"
"599","CROSS","CROSS","0.08983145214360165","-3.856400796169","-2.114969520468","-8.15391911717","39216799","2775341.78","37.4","24","2912","836","126","0.035301731746062874","0.0017900861223269502","39","hold"
"600","GMT","GMT","0.007988077752013184","-4.562227075109","0.893959590844","-31.067918758572","25177104","3869117.68","37.4","51","3063","1167","101","0.028297419891685324","0.0011492315951330539","25","hold"
"601","HDX","Hydration","0.003726521683895062","-1.933650636671","7.395603654834","-22.212841464844","22293372","1418.75","37.4","2","5418","2135","2","0.0005603449483502044","0.0010176010499243502","","hold"
"602","SAITAMA","Saitama","0.00017052808173820535","-0.009411479574","0.006611030835","-0.118543604177","7641831.25","67120.5","37.4","37","2013","1770","6","0.001681034845050613","0.0003488182722355645","","hold"
"603","SYS","Syscoin","0.0019106574269007563","2.189793209027","3.269751338976","-65.635238112606","11099510","119211.55","37.3","48","213","1931","117","0.03278017947848696","0.0005066471339394428","7","hold"
"604","USDE","Ethena USDe","0.9994638353978875","-0.001685926291","-0.001707076268","-0.042837927419","4485358243","102832535.31","37.2","70","848","502","42","0.011767243915354293","0.20473821803913914","100","hold"
"605","UNP","UNIPOLY","0.1375348757335932","0.4774360328","4.479777364591","-14.856072799545","38519580","244793.77","37.2","57","588","901","18","0.00504310453515184","0.0017582609329196593","67","hold"
"606","MLK","MiL.k Alliance","0.03667586735285185","-3.582388190915","-3.907475299183","-27.368474897918","20374306","2378688.37","37.2","43","4716","1357","5","0.001400862370875511","0.0009300035533915636","","hold"
"607","ETN","Electroneum","0.0008298310960981045","-1.220408463486","-5.026011350049","-18.888666596108","14949501","237218.59","37.2","65","2251","558","89","0.024935350201584095","0.0006823834417442603","77","hold"
"608","OSETH","StakeWise Staked ETH","1763.0278325795273","-0.649470405341","3.213071444579","-26.347454505705","316815109.22","3551.43","37.1","37","5422","1953","1","0.0002801724741751022","0.014461311091663017","","hold"
"609","TBTC","tBTC","63983.77395671883","-0.161842494846","2.933294789538","-19.056050480248","542200200.26","4574206.76","37","63","1765","544","25","0.007004311854377555","0.024749216630564858","100","hold"
"610","NBASIS","Nest Basis Vault","1.062","0","0.0376666986833564","","25524423","17.77","36.9","36","2989","1735","1","0.0002801724741751022","0.0011650852838015367","","hold"
"611","CXO","CargoX","0.15173499906808705","-0.486094780974","-3.033883942747","4.052383367315","25399695","18474.64","36.9","56","2974","1480","17","0.004762932060976738","0.0011593919618691274","100","hold"
"612","TAG","TAGGER","0.0009934599161612536","-0.719291217368","-7.27917816111","-15.498245842886","108863370","3830782.63","36.8","48","1857","889","140","0.039224146384514304","0.004969166602984197","8","hold"
"613","DBR","deBridge","0.015808309428596387","1.70520466024","9.021580023834","15.134162519192","84882685","5013986.01","36.8","36","593","970","5","0.001400862370875511","0.0038745466310075435","","hold"
"614","CBK","Cobak Token","0.19701112631620524","-0.792574213605","-0.179475264073","-21.349481437422","19667166","2996502.54","36.8","36","4880","2014","2","0.0005603449483502044","0.0008977255110010492","","hold"
"615","WMON","WMON","0.02132675","-0.463","0","","9479804.1","779.7","36.8","61","3682","1457","5","0.001400862370875511","0.00043271419887656117","","hold"
"616","TT","ThunderCore","0.0006573578545191584","-2.114094764022","-0.839414136484","-23.938487591459","9107593","264222.18","36.8","79","3631","1828","8","0.0022413797934008176","0.00041572428787729656","100","hold"
"617","VITA","VitaDAO","0.30367961726449416","-0.811219693583","10.376754240873","-36.742131244181","7733225","1664.69","36.8","49","2765","1187","9","0.00252155226757592","0.0003529900222945741","33","hold"
"618","ENSO","Enso","0.6186983829545561","-1.081235626463","9.591378037045","-25.55344614856","12832942","23066443.2","36.7","30","1751","812","299","0.08377156977835556","0.0005857711992971853","9","hold"
"619","CHILLGUY","Just a chill guy","0.008601373950199609","-1.954979468425","-1.574709399335","-43.410836550979","8698361","5213638.96","36.7","43","2400","196","184","0.0515517352482188","0.0003970445245439327","20","hold"
"620","SDEX","SmarDex","0.0008306699599134765","1.555275171104","-27.490592193065","-48.288519778165","8008024","225389.4","36.6","21","630","2397","7","0.0019612073192257153","0.0003655334702269085","","hold"
"621","USDC","USDC","0.9996756930709787","0.008529498838","0.000640002435","-0.012033183106","74821714083","4663324071.47","36.5","59","610","303","6356","1.7807762458569496","3.415304549172747","92","hold"
"622","MAGMA","Magma Finance","0.32748816240107775","-3.26475298217","-26.081877767717","52.727283353247","62288091","3625633.15","36.5","46","2656","1018","89","0.024935350201584095","0.0028431960315103287","86","hold"
"623","ETC","Ethereum Classic","6.993044742248783","-2.460298342795","-0.406024128923","-22.328211623921","1105194202","30067073.87","36.4","36","2320","730","237","0.06640087637949922","0.05044758506364602","22","hold"
"624","CKB","Nervos Network","0.001108932365603495","-2.790256098135","4.427442534952","-26.919037472606","54717554","2375936.97","36.4","43","2510","211","229","0.0641594965860984","0.002497632049547836","10","hold"
"625","AIC","AIC","0.02095578","-3.8332512987928884","-7.120977185486003","","21083361","1660726","36.4","36","4566","2107","6","0.001681034845050613","0.0009623690076823775","","hold"
"626","REZ","Renzo","0.00321889392682037","1.251311584123","-0.971116982488","-40.939415317263","28100677","12212205.18","36.3","38","159","447","225","0.06303880668939799","0.0012826807186810969","7","hold"
"627","DOGS","DOGS","0.00004264633339243299","-2.431901406801","5.301918608335","-24.716368278662","22296818","7849321.03","36.3","48","2316","239","136","0.0381034564878139","0.0010177583456989884","24","hold"
"628","SN93","Bitcast","3.38","4.212472020491656","30.985752502897146","","11543106","424083","36.3","33","463","742","4","0.0011206898967004088","0.0005268954730126994","","hold"
"629","RSS3","RSS3","0.007227743241905007","-2.296717082001","2.87962829333","-24.694140592099","10980880","1213334.99","36.3","54","3513","566","9","0.00252155226757592","0.0005012321607109637","50","hold"
"630","JITOSOL","Jito Staked SOL","86.31691270309972","-1.329631082839","3.639165647914","-24.215085546971","894540922.14","5664128.45","36.2","36","4686","1153","2","0.0005603449483502044","0.04083212631852913","","hold"
"631","MANTA","Manta Network","0.07843783006285421","-4.588931974331","-4.644260335708","-0.598158064252","37710937","5319091.72","36.2","43","2696","120","220","0.061637944318522486","0.0017213496946460601","10","hold"
"632","ADX","AdEx","0.05669948890600945","-1.074629200276","-0.000677514037","-22.840185632162","8376194","3452603.13","36.2","59","2051","594","54","0.015129313605455517","0.0003823389215758856","96","hold"
"633","DESO","Decentralized Social","3.248616764435586","2.488181843592","-11.163612159238","-13.999482173672","33527180","9523.68","36","46","755","1680","6","0.001681034845050613","0.0015303783370681958","100","hold"
"634","XYO","XY Oracle","0.003522338591982906","-3.590980681729","-5.302110339277","-11.957608924879","49228479","5946118.24","35.9","49","2579","168","212","0.05939656452512166","0.0022470782758471364","22","hold"
"635","OMI","ECOMI","0.00022535631848715087","-6.179843594976","10.079860290407","59.614762995886","61337425","877057.75","35.8","53","3071","356","185","0.05183190772239391","0.0027998020254475678","43","sell"
"636","UNI","Uniswap","2.4927827002354563","-2.484343742629","-1.357212902976","-30.146477806314","1562725492","68032911.01","35.7","52","2053","178","431","0.12075433636946904","0.0713320130038088","35","hold"
"637","REAL","RealLink","0.060053920818501964","0.408702691478","16.734536126706","-20.308984714239","198284904","6532208.76","35.7","58","347","366","27","0.007564656802727759","0.009050893085826092","89","hold"
"638","CHEEMS","Cheems Token","5.80784e-7","-1.4624646212892496","20.537222325816348","","118263384","1041622","35.7","69","2879","276","22","0.006163794431852249","0.005398238710860188","100","hold"
"639","MANA","Decentraland","0.06525940438424142","-2.182184564223","-3.399562074228","-28.630128820658","127860832","8946347.66","35.6","40","2160","618","193","0.054073287515794724","0.005836322871542312","12","hold"
"640","C98","Coin98","0.014117722345145583","-3.624024364772","-2.820761342926","-30.967682207247","14260302","9243466","35.6","50","4045","1197","8","0.0022413797934008176","0.0006509243324625055","100","hold"
"641","PENDLE","Pendle","1.2874236940230985","-2.697251441333","2.945952892483","-34.262359531954","221979411","31082856.99","35.5","39","2226","71","273","0.0764870854498029","0.010132450205163618","23","hold"
"642","HASUI","Haedal Staked SUI","0.8034695771550154","-2.93105523682","-0.583123390057","-31.769200532342","70661324.09","48673.65","35.5","40","4522","1070","4","0.0011206898967004088","0.003225399799681663","100","hold"
"643","HP","Hippo Protocol","0.010343028795475818","-1.683272631583","-2.789018209165","-36.946116402355","14448718","161358.29","35.5","27","4875","2057","3","0.0008405174225253065","0.0006595247505339641","0","hold"
"644","W","Wormhole","0.009454140392732867","-2.4056271847","-2.198323814274","-27.573585214493","57628950","168658062.34","35.4","52","1289","28","364","0.1019827805997372","0.002630525342960136","35","hold"
"645","ELG","Escoin","0.27745768053673475","-1.399901152472","-2.525237597615","-0.982670100468","52629200","182587.07","35.4","35","4947","1991","2","0.0005603449483502044","0.0024023072497367653","","hold"
"646","SN3","?emplar","5.72","-1.3012500456661606","21.55875167386181","","26912673","65912","35.4","35","4761","1645","3","0.0008405174225253065","0.0012284532057811046","","hold"
"647","STO","StakeStone","0.049894074794372294","-4.991003788592","-6.318699081747","-32.343190861299","11348851","6192331.21","35.4","52","3028","961","80","0.022413797934008176","0.0005180285285256538","89","hold"
"648","TNSR","Tensor","0.028650087303316394","-3.382276227675","-3.765540752622","-26.693493698505","9678910","4433872.55","35.4","42","2768","435","131","0.03670259411693839","0.0004418025670644752","6","hold"
"649","LION","Loaded Lions","0.0015848610376771532","-0.311703547175","0.372869745127","-15.818249692833","48560088","30890.87","35.3","64","2231","985","32","0.00896551917360327","0.0022165689664721353","80","hold"
"650","ACE","Fusionist","0.08285808503743827","-2.247039607293","-6.886177664197","-31.091533109309","8574635","2430544.93","35.2","56","2241","628","218","0.061077599370172285","0.00039139693980426476","48","hold"
"651","CRV","Curve DAO Token","0.2316320167601759","-4.203993647655","20.155874315405","-7.359183427164","353908600","36077797.24","35.1","41","2313","660","429","0.12019399142111885","0.01615447689731535","62","hold"
"652","REUSD","Resupply USD","0.999397","0.04351545555410306","-0.027384987021127325","","33139517","32551","35.1","32","3916","2072","1","0.0002801724741751022","0.001512683110172201","","hold"
"653","AIAT","AI Analysis Token","0.22241120982695897","0.929016031614","3.168441360034","36.432756429228","24582067","363745.54","35.1","22","1304","2228","1","0.0002801724741751022","0.0011220705951755852","","hold"
"654","SPELL","Spell Token","0.00012229364536320194","-0.807807133309","-1.335075653466","-25.958692616471","21095782","4789206.91","35.1","38","1868","899","247","0.06920260112125023","0.0009629359754179497","12","hold"
"655","USDB","USDB","0.9957568691650189","0.427450079419","0.048261145344","-0.609996398441","18352013.26","5779.2","35.1","8","943","2426","5","0.001400862370875511","0.0008376941793104067","","hold"
"656","PIPPIN","Pippin","0.01700288146508626","-4.022455020053","18.642276817211","-26.148766923049","17361754","6581247.78","35.1","39","2437","912","491","0.1375646848199752","0.0007924929032238052","38","hold"
"657","PUFFER","Puffer","0.01487041","5.7075971181887795","0.10851298779563429","","7210988","2130073","35.1","54","216","1293","15","0.004202587112626533","0.00032915204392551696","100","hold"
"658","WBNB","Wrapped BNB","608.7196641378991","0.038851060996","2.844492455718","-9.772364021622","1060824650.69","161978525.03","35","55","1099","637","11","0.0030818972159261243","0.0484222969198099","100","sell"
