txn_id,date,stmt,desc_full,withdrawal,deposit,balance,category_draft,scope,confidence,gst_candidate,flags,needs_human_review
ANZ-BE-0e4eabd6d4fe,2024-04-08,4,ANZ MOBILE BANKING PAYMENT 106180 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 07 APR 2024,35.0,0.0,5954.58,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-addb5449fe28,2024-04-08,4,VISA DEBIT PURCHASE CARD 5746 | EG GROUP/41-45 THIRD AVE BLACKTOWN | EFFECTIVE DATE 06 APR 2024,94.92,0.0,5859.66,Fuel,business,0.7,8.63,,False
ANZ-BE-8627d9990e3a,2024-04-08,4,ANZ MOBILE BANKING PAYMENT 277967 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 06 APR 2024,100.0,0.0,5759.66,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-85e0865e1a7e,2024-04-08,4,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2025 NORTH ROCKS | EFFECTIVE DATE 05 APR 2024,102.45,0.0,5657.21,Fuel,business,0.7,9.31,,False
ANZ-BE-6558d64f53b6,2024-04-08,4,ANZ MOBILE BANKING PAYMENT 668260 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 06 APR 2024,200.0,0.0,5457.21,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-635fddc6171d,2024-04-08,4,ANZ MOBILE BANKING PAYMENT 711905 | TO ARMIN MOHEBIAFZAP,250.0,0.0,5207.21,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-42e0a4e35258,2024-04-08,4,ANZ MOBILE BANKING PAYMENT 919502 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 07 APR 2024,400.0,0.0,4807.21,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-b8ba3678d7b0,2024-04-10,4,VISA DEBIT PURCHASE CARD 5746 | BUNNINGS 339000 CASTLE HILL | EFFECTIVE DATE 07 APR 2024,104.55,0.0,4702.66,Materials-Tools,business,0.8,9.5,,False
ANZ-BE-7893dcdb3b87,2024-04-11,4,VISA DEBIT PURCHASE CARD 5746 | DULUX CASTLE HILL CASTLE HILL | EFFECTIVE DATE 06 APR 2024,27.0,0.0,4675.66,Materials-Tools,business,0.8,2.45,,False
ANZ-BE-cc12a76203c6,2024-04-11,4,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2254 NORTH RYDE | EFFECTIVE DATE 09 APR 2024,99.25,0.0,4576.41,Fuel,business,0.7,9.02,,False
ANZ-BE-42ce32b76e41,2024-04-11,4,EFTPOS | ASTEC PAINTS AUST ALEXANDRIA NSWAU,193.46,0.0,4382.95,Materials-Tools,business,0.8,17.59,,False
ANZ-BE-3be1f18ac452,2024-04-12,4,ANZ MOBILE BANKING PAYMENT 900343 | TO ARMIN MOHEBIAFZAP,500.0,0.0,3882.95,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-c8281029cc86,2024-04-15,4,ANZ MOBILE BANKING PAYMENT 358557 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 14 APR 2024,30.0,0.0,3852.95,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-da7f9f56614a,2024-04-15,4,ANZ MOBILE BANKING PAYMENT 726883 | TO ARMIN MOHEBIAFZAP,50.0,0.0,3802.95,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-9ff6c19b445f,2024-04-15,4,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2219 EPPING | EFFECTIVE DATE 13 APR 2024,60.18,0.0,3742.77,Fuel,business,0.7,5.47,,False
ANZ-BE-a77532752820,2024-04-15,4,VISA DEBIT PURCHASE CARD 5746 | SYDNEY-TEHRAN GROUP PL DURAL | EFFECTIVE DATE 12 APR 2024,118.44,0.0,3624.33,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-ced0c3fe5d6c,2024-04-15,4,ANZ MOBILE BANKING PAYMENT 673635 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 13 APR 2024,200.0,0.0,3424.33,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-403e5ec83724,2024-04-15,4,ANZ MOBILE BANKING PAYMENT 142437 | TO ARMIN MOHEBIAFZAP,1220.0,0.0,2204.33,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-bcebc3fa842e,2024-04-15,4,VISA DEBIT PURCHASE CARD 5746 | SYDNEY-TEHRAN GROUP PL DURAL | EFFECTIVE DATE 12 APR 2024,2113.31,0.0,91.02,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-609c9fd75165,2024-04-16,4,PAYMENT FROM SCHONBERGER | INV 23 BALANCE,0.0,7695.0,7786.02,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-8bda9d34d586,2024-04-16,4,PAYMENT | TO XEROAUSTRALIAPTY XEROAUINV_PVMME33D,16.0,0.0,7770.02,Software-Subscriptions,business,0.6,1.45,,True
ANZ-BE-3034d750fc61,2024-04-17,4,EFTPOS | COLES EXPRESS 1587 NORTHMEAD AU,50.17,0.0,7719.85,Fuel,business,0.7,4.56,,False
ANZ-BE-ebae936dba64,2024-04-18,4,VISA DEBIT PURCHASE CARD 5746 | DULUX CASTLE HILL CASTLE HILL | EFFECTIVE DATE 13 APR 2024,72.5,0.0,7647.35,Materials-Tools,business,0.8,6.59,,False
ANZ-BE-ffe7d0e7ddce,2024-04-19,4,EFTPOS | INSP PAINT CHATSWOOD CHATSWOOD AU,48.6,0.0,7598.75,Materials-Tools,business,0.8,4.42,,False
ANZ-BE-4fee19c81a1f,2024-04-19,4,ANZ MOBILE BANKING PAYMENT 863736 | TO ARMIN MOHEBIAFZAP,500.0,0.0,7098.75,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-4479aa832708,2024-07-25,8,PAYMENT | TO TRANSPORT FOR NS ETOLL3825523745,25.0,0.0,-24.42,Vehicle-Tolls,business,0.8,2.27,,False
ANZ-BE-dc699c099310,2024-07-26,8,PAYMENT FROM ARMIN MOHEBIAFZAL,0.0,25.0,0.58,Associate-Inflow,[OPEN],0.6,0.0,ASSOCIATE:Armin,True
ANZ-BE-812281f50822,2024-07-26,8,PAYMENT FROM ARMIN MOHEBIAFZAL,0.0,25.0,25.58,Associate-Inflow,[OPEN],0.6,0.0,ASSOCIATE:Armin,True
ANZ-BE-702a2b808462,2024-07-26,8,PAYMENT | TO TRANSPORT FOR NS ETOLL3826481103,25.0,0.0,0.58,Vehicle-Tolls,business,0.8,2.27,,False
ANZ-BE-2d6da07b33c6,2024-07-29,8,PAYMENT | TO TRANSPORT FOR NS ETOLL3828476540,25.0,0.0,-24.42,Vehicle-Tolls,business,0.8,2.27,,False
ANZ-BE-6243244dc3f4,2024-07-30,8,PAYMENT FROM REZA MASHHOORI,0.0,5250.0,5225.58,Income-Candidate,business,0.55,0.0,REZA-IDENTITY(OQ7),True
ANZ-BE-16ced6ed37e1,2024-07-30,8,ANZ MOBILE BANKING PAYMENT 250312 | TO ARMIN MOHEBIAFZAP,600.0,0.0,4625.58,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-1f30fff4f154,2024-07-30,8,ANZ MOBILE BANKING PAYMENT 040331 | TO ARMIN MOHEBIAFZAP,1350.0,0.0,3275.58,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-a5281ee3309b,2024-07-31,8,PAYMENT | TO TRANSPORT FOR NS ETOLL3830193427,25.0,0.0,3250.58,Vehicle-Tolls,business,0.8,2.27,,False
ANZ-BE-08e79ef7332e,2024-07-31,8,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2219 EPPING | EFFECTIVE DATE 29 JUL 2024,43.0,0.0,3207.58,Fuel,business,0.7,3.91,,False
ANZ-BE-3ea633544850,2024-07-31,8,ANZ MOBILE BANKING PAYMENT 974401 | TO ARMIN MOHEBIAFZAP,580.0,0.0,2627.58,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-bf1632808b88,2024-07-31,8,ANZ MOBILE BANKING PAYMENT 973585 | TO ARMIN MOHEBIAFZAP,600.0,0.0,2027.58,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-412f2d05bc23,2024-07-31,8,DEBIT INTEREST CHARGED,0.18,0.0,2027.4,Bank-Interest-Fees,business,0.85,0.0,,False
ANZ-BE-bf8aa81eda58,2024-08-01,8,EFTPOS | COLES EXPRESS 1639 BAULKHAM H AU,123.01,0.0,1904.39,Fuel,business,0.7,11.18,,False
ANZ-BE-0d82035b0e34,2024-08-01,8,VISA DEBIT PURCHASE CARD 5746 | CASTLE HILL PAINT GA CASTLE HILL | EFFECTIVE DATE 30 JUL 2024,468.52,0.0,1435.87,Materials-Tools,business,0.8,42.59,,False
ANZ-BE-0f52d7312714,2024-08-05,8,ANZ MOBILE BANKING PAYMENT 741096 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 04 AUG 2024,50.0,0.0,1385.87,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-dda04aceb2c6,2024-08-05,8,VISA DEBIT PURCHASE CARD 5746 | BUNNINGS 579000 NARRABEEN | EFFECTIVE DATE 01 AUG 2024,53.96,0.0,1331.91,Materials-Tools,business,0.8,4.91,,False
ANZ-BE-85a7d215af5e,2024-08-06,8,ANZ MOBILE BANKING PAYMENT 819805 | TO ARMIN MOHEBIAFZAP,60.0,0.0,1271.91,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-ecf0c53d0534,2024-08-07,8,ANZ MOBILE BANKING PAYMENT 928936 | TO ARMIN MOHEBIAFZAP,1000.0,0.0,271.91,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-7f1129d6f26c,2024-08-09,8,PAYMENT FROM MOMENTUM PROJECT GROUP PTY | MP DESIGN PTY LTD,0.0,9350.0,9621.91,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-a3d7a69c0a5c,2024-08-09,8,ANZ MOBILE BANKING PAYMENT 281384 | TO ARMIN MOHEBIAFZAP,69.0,0.0,9552.91,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-a3426f5ed72f,2024-08-09,8,VISA DEBIT PURCHASE CARD 5746 | BP NORTH ROCKS NORTH ROCKS | EFFECTIVE DATE 06 AUG 2024,102.82,0.0,9450.09,Fuel,business,0.7,9.35,,False
ANZ-BE-979f762ab4a8,2024-08-09,8,ANZ MOBILE BANKING PAYMENT 088103 | TO ARMIN MOHEBIAFZAP,600.0,0.0,8850.09,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-191165ace546,2024-08-12,8,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2025 NORTH ROCKS | EFFECTIVE DATE 10 AUG 2024,106.56,0.0,8743.53,Fuel,business,0.7,9.69,,False
ANZ-BE-6949a4a5647b,2024-08-12,8,ANZ MOBILE BANKING PAYMENT 235131 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 10 AUG 2024,400.0,0.0,8343.53,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-214d85680b87,2024-08-12,8,ANZ MOBILE BANKING PAYMENT 936678 | TO ARMIN MOHEBIAFZAP,700.0,0.0,7643.53,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-59968b1eb807,2024-08-12,8,ANZ MOBILE BANKING PAYMENT 217281 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 10 AUG 2024,1280.0,0.0,6363.53,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-450ff0d3ce3c,2024-08-13,8,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2205 WEST PENNANT | EFFECTIVE DATE 11 AUG 2024,78.84,0.0,6284.69,Fuel,business,0.7,7.17,,False
ANZ-BE-cb4ddbae83fd,2024-08-13,8,ANZ MOBILE BANKING PAYMENT 795637 | TO ARMIN MOHEBIAFZAP,290.0,0.0,5994.69,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-15cf9ea484c1,2024-08-15,8,ANZ MOBILE BANKING PAYMENT 177290 | TO ARMIN MOHEBIAFZAP,80.0,0.0,5914.69,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-d0e878878e16,2024-08-15,8,EFTPOS | COLES EXPRESS 1639 BAULKHAM H AU,114.66,0.0,5800.03,Fuel,business,0.7,10.42,,False
ANZ-BE-2548e3932b5a,2024-08-15,8,ANZ MOBILE BANKING PAYMENT 279375 | TO ARMIN MOHEBIAFZAP,220.0,0.0,5580.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-5116074232d8,2024-08-15,8,ANZ MOBILE BANKING PAYMENT 410326 | TO ARMIN MOHEBIAFZAP,380.0,0.0,5200.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-5aed4eebe1c8,2024-08-16,8,ANZ MOBILE BANKING PAYMENT 779805 | TO ARMIN MOHEBIAFZAP,10.0,0.0,5190.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-0cc3e8330fe4,2024-08-16,8,ANZ MOBILE BANKING PAYMENT 901395 | TO ARMIN MOHEBIAFZAP,20.0,0.0,5170.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-87abb0b16170,2024-08-16,8,PAYMENT | TO XEROAUSTRALIAPTY XEROAUINV_QFUYPSB3,35.0,0.0,5135.03,Software-Subscriptions,business,0.6,3.18,,True
ANZ-BE-6e81f9eb25d7,2024-08-19,8,ANZ MOBILE BANKING PAYMENT 548198 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 17 AUG 2024,20.0,0.0,5115.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-03457cf549e8,2024-08-19,8,ANZ MOBILE BANKING PAYMENT 836560 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 18 AUG 2024,100.0,0.0,5015.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-791aee3e86c0,2024-08-19,8,ANZ MOBILE BANKING PAYMENT 925852 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 18 AUG 2024,150.0,0.0,4865.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-0a1404d33152,2024-08-19,8,ANZ MOBILE BANKING PAYMENT 543315 | TO ARMIN MOHEBIAFZAP,250.0,0.0,4615.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-8aa30159170e,2024-08-19,8,VISA DEBIT PURCHASE CARD 5746 | CASTLE HILL PAINT GA CASTLE HILL | EFFECTIVE DATE 16 AUG 2024,325.0,0.0,4290.03,Materials-Tools,business,0.8,29.55,,False
ANZ-BE-f9241de668a0,2024-08-20,8,TRANSFER | FROM BELLE PROPERTY L BELLE LANE COVE,0.0,2420.0,6710.03,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-68efad0c96ea,2024-08-20,8,ANZ MOBILE BANKING PAYMENT 589116 | TO ARMIN MOHEBIAFZAP,1470.0,0.0,5240.03,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-0bbcc03741ad,2025-10-21,23,EFTPOS | CASTLE HILL PAINT GA CASTLE HILL NSWAU,14.0,0.0,1923.84,Materials-Tools,business,0.8,1.27,,False
ANZ-BE-828496161fb4,2025-10-21,23,EFTPOS | CASTLE HILL PAINT GA CASTLE HILL NSWAU,25.0,0.0,1898.84,Materials-Tools,business,0.8,2.27,,False
ANZ-BE-95d8d93af53f,2025-10-22,23,VISA DEBIT PURCHASE CARD 5746 | DULUX BROOKVALE BROOKVALE | EFFECTIVE DATE 18 OCT 2025,263.26,0.0,1635.58,Materials-Tools,business,0.8,23.93,,False
ANZ-BE-961a62ab31d3,2025-10-23,23,VISA DEBIT PURCHASE CARD 5746 | BUNNINGS 407000 ROUSE HILL | EFFECTIVE DATE 21 OCT 2025,9.0,0.0,1626.58,Materials-Tools,business,0.8,0.82,,False
ANZ-BE-7b399db6f3bc,2025-10-23,23,EFTPOS | CASTLE HILL PAINT GA CASTLE HILL NSWAU,55.0,0.0,1571.58,Materials-Tools,business,0.8,5.0,,False
ANZ-BE-d95af561db05,2025-10-27,23,PAYMENT | TO TRANSPORT FOR NS ETOLL4211626295,25.0,0.0,1546.58,Vehicle-Tolls,business,0.8,2.27,,False
ANZ-BE-e150efd28a1e,2025-10-27,23,PAYMENT | TO TRANSPORT FOR NS ETOLL4211677779,25.0,0.0,1521.58,Vehicle-Tolls,business,0.8,2.27,,False
ANZ-BE-4d9e46852e0d,2025-10-27,23,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2205 WEST PENNANT | EFFECTIVE DATE 23 OCT 2025,60.45,0.0,1461.13,Fuel,business,0.7,5.5,,False
ANZ-BE-3728747828c8,2025-10-27,23,EFTPOS | BUNNINGS CARLINGFORD 7132\CARLING NSW AU | EFFECTIVE DATE 26 OCT 2025,253.77,0.0,1207.36,Materials-Tools,business,0.8,23.07,,False
ANZ-BE-6ed45d02044c,2025-10-28,23,EFTPOS | UNITED WILBERFORCE \WILBERFORCE AU,70.0,0.0,1137.36,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-d349a1fb0c36,2025-10-30,23,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2128 CARLINGFORD | EFFECTIVE DATE 27 OCT 2025,78.48,0.0,1058.88,Fuel,business,0.7,7.13,,False
ANZ-BE-62ae1f49f6ac,2025-11-03,23,VISA DEBIT PURCHASE CARD 5746 | FREEDOM FUELS VINEYARD VINEYARD | EFFECTIVE DATE 31 OCT 2025,92.21,0.0,966.67,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-af2c83e41c67,2025-11-06,23,PAYMENT FROM MP CONSTRUCT PTY LTD | MP DESIGN INV 256,0.0,4000.0,4966.67,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-c2349c958df8,2025-11-06,23,ANZ ATM | MOSMAN JUNCTION BRANCH #1MOSMAN NS,2000.0,0.0,2966.67,Drawing-Cash,[OPEN],0.8,0.0,,True
ANZ-BE-afe7e5df650e,2025-11-07,23,VISA DEBIT PURCHASE CARD 5746 | WWW.BLOSSOMUP.CO SANTAFE | 1.95 EUR INC O/S FEE $0.10 | EFFECTIVE DATE 06 NOV 2025,3.55,0.0,2963.12,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-d008160d7aab,2025-11-07,23,VISA DEBIT PURCHASE CARD 5746 | DAN MURPHY'S/71-77 PENSHU WILLOUGHBY | EFFECTIVE DATE 05 NOV 2025,75.34,0.0,2887.78,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-9363fdf81f22,2025-11-10,23,ANZ MOBILE BANKING PAYMENT 809977 | TO ARMIN MOHEBIAFZAP,50.0,0.0,2837.78,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-113df3e11e77,2025-11-10,23,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2219 EPPING | EFFECTIVE DATE 06 NOV 2025,93.07,0.0,2744.71,Fuel,business,0.7,8.46,,False
ANZ-BE-f29fc2f835e4,2025-11-10,23,VISA DEBIT PURCHASE CARD 5746 | DAN MURPHY'S/250 OLD NORT CASTLE HILL | EFFECTIVE DATE 08 NOV 2025,111.99,0.0,2632.72,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-554652ba2c24,2025-11-11,23,PAYMENT FROM REZA MASHHOORI,0.0,1000.0,3632.72,Income-Candidate,business,0.55,0.0,REZA-IDENTITY(OQ7),True
ANZ-BE-2c82529ad20a,2025-11-11,23,PAYMENT | TO TRANSPORT FOR NS ETOLL4225275170,25.0,0.0,3607.72,Vehicle-Tolls,business,0.8,2.27,,False
ANZ-BE-ae72c1bb1e3a,2025-11-11,23,PAYMENT | TO TRANSPORT FOR NS ETOLL4225366562,25.0,0.0,3582.72,Vehicle-Tolls,business,0.8,2.27,,False
ANZ-BE-e74d49d60799,2025-11-11,23,EFTPOS | AMAYSIM MOBILE PTY LTD\,30.0,0.0,3552.72,Phone-Internet,business,0.6,2.73,,True
ANZ-BE-86a6f5820619,2025-11-12,23,VISA DEBIT PURCHASE CARD 5746 | REBTEL STOCKHOLM | EFFECTIVE DATE 11 NOV 2025,5.0,0.0,3547.72,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-6dc8ef08c590,2025-11-12,23,VISA DEBIT PURCHASE CARD 5746 | REBTEL STOCKHOLM | EFFECTIVE DATE 10 NOV 2025,15.0,0.0,3532.72,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-a138a40c9596,2025-11-12,23,VISA DEBIT PURCHASE CARD 5746 | SYD APRT INTNL CARP50 SYDNEY | EFFECTIVE DATE 10 NOV 2025,24.42,0.0,3508.3,Misc,[OPEN],0.3,0.0,,True
