repo_path(ofn-node@dba9971),vs F:/backup same-path,note1,note2
06-EVIDENCE/runtime-provenance-20260828T230743Z/sparse-commit-audit.txt,vault_missing,,
06-EVIDENCE/runtime-provenance-20260828T230743Z/systemd-show.txt,vault_missing,,
06-EVIDENCE/runtime-provenance-20260828T230743Z/tracked-bak-files.txt,vault_missing,,
06-EVIDENCE/runtime-provenance-20260828T230743Z/v2-queue-http.txt,vault_missing,,
06-EVIDENCE/runtime-provenance-20260828T230743Z/v2-queue.body.json,vault_missing,,
06-EVIDENCE/runtime-provenance-20260828T230743Z/v2-version-http.txt,vault_missing,,
06-EVIDENCE/runtime-provenance-20260828T230743Z/v2-version.body.json,vault_missing,,
07-HANDOFF/L7-local-crdt-spine-pr.md,vault_missing,,
07-HANDOFF/painting-public-lead-form.md,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/AGENT.preimage.md,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/BASELINE-TESTS.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/CANDIDATE-RUNTIME.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/CANDIDATE-TESTS-01.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/CANDIDATE-TESTS-02.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/DEPLOYMENT-MANIFEST.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/DOC-SCOPE.md,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/FINAL-SOURCE-MANIFEST.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/LANE-REPORT.md,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/LIVE-RUNTIME.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/MAIN-PROMOTION.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/MAIN-TESTS.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/MIGRATION-2026-09-04.md,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/PLAN.md,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/SOURCE-SNAPSHOT.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/WORKTREE-RECEIPT.json,vault_missing,,
09-LANES/BOARD-EXEC-001-INTEGRATION-001/self_model_producer.preimage.py,vault_missing,,
09-LANES/BOARD-SELF-MODEL-TRUST-001/CANDIDATE-TESTS.json,vault_missing,,
09-LANES/BOARD-SELF-MODEL-TRUST-001/LANE-REPORT.md,vault_missing,,
09-LANES/BOARD-SELF-MODEL-TRUST-001/MAIN-INTEGRATION-RECEIPT.json,vault_missing,,
09-LANES/BOARD-SELF-MODEL-TRUST-001/PLAN.md,vault_missing,,
09-LANES/BOARD-SELF-MODEL-TRUST-001/PREIMAGE-TESTS.json,vault_missing,,
09-LANES/BOARD-SELF-MODEL-TRUST-001/REVIEW.json,vault_missing,,
09-LANES/BOARD-SELF-MODEL-TRUST-001/WORKTREE-RECEIPT.json,vault_missing,,
09-LANES/D28/LANE-REPORT.md,vault_missing,,
09-LANES/ECONOMIC-LEARNING/DoD.md,vault_missing,,
09-LANES/ECONOMIC-LEARNING/runs/2026-09-02/economic-learning-ledger.jsonl,vault_missing,,
09-LANES/ECONOMIC-LEARNING/runs/2026-09-02/evidence-paint-l5-001.json,vault_missing,,
09-LANES/ECONOMIC-LEARNING/runs/2026-09-02/run-summary.json,vault_missing,,
09-LANES/F1-CONTRACT/LANE-REPORT.md,vault_missing,,
09-LANES/GAP-066-WIN-LF/LANE-REPORT.md,vault_missing,,
09-LANES/GAP-193-WIN-LF/LANE-REPORT.md,vault_missing,,
09-LANES/GAP-194-WIN-LF/LANE-REPORT.md,vault_missing,,
09-LANES/L1/LANE-REPORT.md,differs,,
09-LANES/L7/LANE-REPORT.md,differs,,
09-LANES/LANE-MATRIX.csv,differs,,
09-LANES/LANE-PROMPT-TEMPLATE.md,differs,,
09-LANES/LB/DoD.md,vault_missing,,
09-LANES/LB/LANE-REPORT.md,vault_missing,,
09-LANES/LB/SCOPE.md,vault_missing,,
09-LANES/LB/runs/2026-09-02-final/findings.json,vault_missing,,
09-LANES/LB/runs/2026-09-02-final/journal.jsonl,vault_missing,,
09-LANES/LB/runs/2026-09-02-final/proposal-outcomes.json,vault_missing,,
09-LANES/LB/runs/2026-09-02-final/proposals.json,vault_missing,,
09-LANES/LB/runs/2026-09-02-final/receipt.jsonl,vault_missing,,
09-LANES/LB/runs/2026-09-02-final/self-backlog.json,vault_missing,,
09-LANES/LB/runs/2026-09-02-final/verdict-queue-append-payload.md,vault_missing,,
09-LANES/LB/runs/2026-09-02-post-rulings/findings.json,vault_missing,,
09-LANES/LB/runs/2026-09-02-post-rulings/receipt.jsonl,vault_missing,,
09-LANES/LB/runs/2026-09-02-post-rulings/rulings-receipt.jsonl,vault_missing,,
09-LANES/LB/runs/2026-09-02-windows-crlf/receipt.jsonl,vault_missing,,
09-LANES/LB/runs/lane-matrix-append-payload.csv,vault_missing,,
09-LANES/P1-ABOVE-BELOW/LANE-REPORT.md,vault_missing,,
09-LANES/P1-AGING-DECAY/LANE-REPORT.md,vault_missing,,
09-LANES/P1-APPROVAL-INDEPENDENT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-ARCH-CONTRACT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-ATTEST-ROLLUP/LANE-REPORT.md,vault_missing,,
09-LANES/P1-BACKLOG-SHED/LANE-REPORT.md,vault_missing,,
09-LANES/P1-BODY-HOST/LANE-REPORT.md,vault_missing,,
09-LANES/P1-BUDGET-OTEL/LANE-REPORT.md,vault_missing,,
09-LANES/P1-BYTE-LENGTH/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CAMPAIGN-BIND/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CAPABILITY-TOKEN/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CAPACITY-ROOM/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CARVE-EXTRACT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CASCADE-STOP/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CATALAN-NEST/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CENSUS-CLASS/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CLOCK-BIND/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CODEC-ENCODE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-COPRIME-COMMON/LANE-REPORT.md,vault_missing,,
09-LANES/P1-CUBE-CUBIC/LANE-REPORT.md,vault_missing,,
09-LANES/P1-DIGEST-FOLD/LANE-REPORT.md,vault_missing,,
09-LANES/P1-DIGEST-SYNC/LANE-REPORT.md,vault_missing,,
09-LANES/P1-DODECAGONAL-DOZEN/LANE-REPORT.md,vault_missing,,
09-LANES/P1-DUAL-RECORD/LANE-REPORT.md,vault_missing,,
09-LANES/P1-EGRESS-DENY/LANE-REPORT.md,vault_missing,,
09-LANES/P1-ENVELOPE-STORE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-EPOCH-CUT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-EVENT-ID-SEQ/LANE-REPORT.md,vault_missing,,
09-LANES/P1-EVENT-ORDER/LANE-REPORT.md,vault_missing,,
09-LANES/P1-EVIDENCE-WITNESS/LANE-REPORT.md,vault_missing,,
09-LANES/P1-FLAG-FREEZE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-FORMAT-PARSE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-FREEZE-LOCK/LANE-REPORT.md,vault_missing,,
09-LANES/P1-FRONT-BACK/LANE-REPORT.md,vault_missing,,
09-LANES/P1-GRACE-LINGER/LANE-REPORT.md,vault_missing,,
09-LANES/P1-HARMONIC-RECIPROCAL/LANE-REPORT.md,vault_missing,,
09-LANES/P1-HEAD-TAIL/LANE-REPORT.md,vault_missing,,
09-LANES/P1-HENDECA-UNDECAGON/LANE-REPORT.md,vault_missing,,
09-LANES/P1-HEPTAGONAL-GONAL/LANE-REPORT.md,vault_missing,,
09-LANES/P1-HORIZON-CUTOFF/LANE-REPORT.md,vault_missing,,
09-LANES/P1-HYSTERESIS-BAND/LANE-REPORT.md,vault_missing,,
09-LANES/P1-INCLUSIVE-EXCLUSIVE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-JOURNAL-PRAGMA/LANE-REPORT.md,vault_missing,,
09-LANES/P1-KEY-BURN/LANE-REPORT.md,vault_missing,,
09-LANES/P1-KIND-ROLE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-LATER-HOLD/LANE-REPORT.md,vault_missing,,
09-LANES/P1-LEASE-RENEW/LANE-REPORT.md,vault_missing,,
09-LANES/P1-LEFT-RIGHT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-LINEAGE-PROVENANCE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-LISTEN-LOCAL/LANE-REPORT.md,vault_missing,,
09-LANES/P1-MEAN-AVERAGE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-MID-CENTER/LANE-REPORT.md,vault_missing,,
09-LANES/P1-MINT-APPEND/LANE-REPORT.md,vault_missing,,
09-LANES/P1-MOBIUS-INVERT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-NEAR-FAR/LANE-REPORT.md,vault_missing,,
09-LANES/P1-NONCE-ONCE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-OBSERVE-INFER/LANE-REPORT.md,vault_missing,,
09-LANES/P1-OCTAGONAL-VERTEX/LANE-REPORT.md,vault_missing,,
09-LANES/P1-OVERFLOW-CARRY/LANE-REPORT.md,vault_missing,,
09-LANES/P1-PARITY-CHECK/LANE-REPORT.md,vault_missing,,
09-LANES/P1-PEAK-TROUGH/LANE-REPORT.md,vault_missing,,
09-LANES/P1-PELL-SILVER/LANE-REPORT.md,vault_missing,,
09-LANES/P1-PENTAGONAL-FIGURE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-PHASE-WALL/LANE-REPORT.md,vault_missing,,
09-LANES/P1-QUORUM-SEAT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-RECEIPTS/LANE-REPORT.md,vault_missing,,
09-LANES/P1-REF-DEBIT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-REMAINDER-LEFTOVER/LANE-REPORT.md,vault_missing,,
09-LANES/P1-REPLY-QUEUE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-RESULT-STATE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-REVOKE-WITHDRAW/LANE-REPORT.md,vault_missing,,
09-LANES/P1-SCOPE-LIMIT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-SEGMENT-SLICE/LANE-REPORT.md,vault_missing,,
09-LANES/P1-SLOT-OCCUPY/LANE-REPORT.md,vault_missing,,
09-LANES/P1-SPLIT-VIEW/LANE-REPORT.md,vault_missing,,
09-LANES/P1-SQUARE-ROOT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-STALE-FRESH/LANE-REPORT.md,vault_missing,,
09-LANES/P1-START-PERMIT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-STRIDE-STEP/LANE-REPORT.md,vault_missing,,
09-LANES/P1-TASK-BIND/LANE-REPORT.md,vault_missing,,
09-LANES/P1-TETRAHEDRAL-PYRAMID/LANE-REPORT.md,vault_missing,,
09-LANES/P1-TOKEN-SPEND/LANE-REPORT.md,vault_missing,,
09-LANES/P1-TYPED-RECEIPT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-UNDERFLOW-BORROW/LANE-REPORT.md,vault_missing,,
09-LANES/P1-UNKNOWN-SEAL/LANE-REPORT.md,vault_missing,,
09-LANES/P1-VERIFY-REPORT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-VERSION-COMPAT/LANE-REPORT.md,vault_missing,,
09-LANES/P1-WRITE-FENCE/LANE-REPORT.md,vault_missing,,
09-LANES/PAINTING-LEAD-FORM/LANE-REPORT.md,vault_missing,,
09-LANES/UNDECLARED/LANE-REPORT.md,vault_missing,,
.obsidian/app.json,differs,,
.obsidian/appearance.json,differs,,
.obsidian/core-plugins.json,differs,,
